enrollment_id,student_id,course_id,enrollment_date
2020,8099,11,2024-08-11
2021,4391,11,2024-08-10
2022,3934,11,2024-09-30
2023,873,11,2024-08-03
2024,8495,11,2024-09-26
2025,7195,11,2024-08-20
2026,3948,11,2024-08-02
2027,6521,11,2024-09-07
2028,1695,11,2024-09-25
2029,100,11,2024-09-04
2030,846,11,2024-09-22
2031,4530,11,2024-09-15
2032,8476,11,2024-09-20
2033,9964,11,2024-08-26
2034,9382,11,2024-09-21
2035,1573,11,2024-09-13
2036,5927,11,2024-08-31
2037,8320,11,2024-09-10
2038,9909,11,2024-08-12
2039,3274,11,2024-09-27
2040,7434,11,2024-08-17
2041,1254,11,2024-09-01
2042,6897,11,2024-09-18
2043,1485,11,2024-08-28
2044,3892,11,2024-09-02
2045,6536,11,2024-09-11
2046,8631,11,2024-08-08
2047,8944,11,2024-08-07
2048,4103,11,2024-09-20
2049,587,11,2024-08-25
2050,9024,11,2024-08-09
2051,6908,11,2024-08-11
2052,5666,11,2024-08-06
2053,9378,11,2024-09-04
2054,8826,11,2024-09-05
2055,4253,11,2024-09-01
2056,9733,11,2024-08-12
2057,5899,11,2024-09-08
2058,4288,11,2024-08-13
2059,7909,11,2024-08-06
2060,1188,11,2024-09-06
2061,9985,11,2024-08-24
2062,939,11,2024-09-05
2063,8711,11,2024-08-29
2064,9877,11,2024-09-02
2065,161,11,2024-09-06
2066,5575,11,2024-09-26
2067,2697,11,2024-09-24
2068,15,11,2024-09-11
2069,6851,11,2024-09-08
2070,2447,11,2024-08-21
2071,6336,11,2024-08-12
2072,234,11,2024-09-17
2073,5721,11,2024-09-04
2074,6680,11,2024-08-06
2075,6640,11,2024-09-22
2076,9640,11,2024-09-06
2077,4840,11,2024-09-21
2078,3989,11,2024-08-04
2079,9169,11,2024-08-07
2080,4904,11,2024-09-25
2081,2230,11,2024-08-10
2082,7700,11,2024-08-31
2083,4195,11,2024-08-10
2084,167,11,2024-08-02
2085,7899,11,2024-09-26
2086,5316,11,2024-08-20
2087,4236,11,2024-08-31
2088,2350,11,2024-09-21
2089,9069,11,2024-08-28
2090,8233,11,2024-08-14
2091,2150,11,2024-09-01
2092,2252,11,2024-08-08
2093,8380,11,2024-08-11
2094,5871,11,2024-09-17
2095,6014,11,2024-08-27
2096,6578,11,2024-08-17
2097,9929,11,2024-09-04
2098,3507,11,2024-09-06
2099,461,11,2024-09-10
2100,3993,11,2024-09-13
2101,7110,11,2024-09-05
2102,4144,11,2024-08-31
2103,5026,11,2024-09-03
2104,4327,11,2024-08-29
2105,56,11,2024-08-18
2106,8106,11,2024-08-18
2107,3453,11,2024-08-20
2108,3641,11,2024-09-30
2109,5302,11,2024-09-20
2110,6548,11,2024-09-30
2111,232,11,2024-09-29
2112,6580,11,2024-08-24
2113,351,11,2024-09-22
2114,3448,11,2024-09-07
2115,8515,11,2024-08-06
2116,9412,11,2024-08-23
2117,501,11,2024-08-06
2118,6896,11,2024-09-03
2119,6161,11,2024-09-17
2120,541,11,2024-09-10
2121,5510,11,2024-08-31
2122,2248,11,2024-08-20
2123,445,11,2024-08-09
2124,4227,11,2024-09-06
2125,6342,11,2024-08-24
2126,6302,11,2024-09-08
2127,1918,11,2024-08-05
2128,3711,11,2024-09-23
2129,499,11,2024-09-06
2130,7019,11,2024-09-17
2131,7189,11,2024-09-15
2132,5943,11,2024-09-15
2133,7734,11,2024-08-14
2134,5138,11,2024-09-19
2135,8500,11,2024-08-05
2136,345,11,2024-08-22
2137,3606,11,2024-09-07
2138,9979,11,2024-09-18
2139,9869,11,2024-08-24
2140,3784,11,2024-09-26
2141,9116,11,2024-08-24
2142,4350,11,2024-09-29
2143,9488,11,2024-09-25
2144,2967,11,2024-09-13
2145,3132,11,2024-09-09
2146,8184,11,2024-08-22
2147,787,11,2024-08-31
2148,5887,11,2024-08-11
2149,5767,11,2024-08-31
2150,7580,11,2024-08-09
2151,2887,11,2024-09-29
2152,707,11,2024-09-07
2153,8635,11,2024-09-22
2154,1352,11,2024-08-13
2155,2611,11,2024-09-06
2156,2190,11,2024-09-20
2157,4241,11,2024-08-28
2158,691,11,2024-08-31
2159,4002,11,2024-08-16
2160,3795,11,2024-09-09
2161,78,11,2024-09-05
2162,7079,11,2024-09-24
2163,1834,11,2024-09-09
2164,6033,11,2024-09-16
2165,6419,11,2024-08-30
2166,7642,11,2024-09-17
2167,9750,11,2024-09-26
2168,5881,11,2024-09-16
2169,6171,11,2024-09-19
2170,9917,11,2024-08-18
2171,432,11,2024-09-28
2172,4468,11,2024-09-26
2173,4069,11,2024-09-14
2174,997,11,2024-09-18
2175,5845,11,2024-09-11
2176,1260,11,2024-08-07
2177,7744,11,2024-09-24
2178,6371,11,2024-09-29
2179,5137,11,2024-09-06
2180,1186,11,2024-08-08
2181,7531,11,2024-09-18
2182,9192,11,2024-08-15
2183,3119,11,2024-09-02
2184,6180,11,2024-09-27
2185,8984,11,2024-09-06
2186,5396,11,2024-08-13
2187,2182,11,2024-09-18
2188,4202,11,2024-09-14
2189,5279,11,2024-09-02
2190,2629,11,2024-08-26
2191,89,11,2024-08-22
2192,2423,11,2024-08-10
2193,1431,11,2024-09-23
2194,8590,11,2024-09-18
2195,9639,11,2024-08-22
2196,1011,11,2024-08-11
2197,4580,11,2024-08-22
2198,4510,11,2024-08-04
2199,2787,11,2024-08-23
2200,5692,11,2024-08-24
2201,2489,12,2024-08-19
2202,6550,12,2024-09-12
2203,8340,12,2024-08-23
2204,9296,12,2024-08-18
2205,3291,12,2024-09-03
2206,8291,12,2024-08-20
2207,1447,12,2024-08-19
2208,9713,12,2024-09-14
2209,3849,12,2024-08-04
2210,8477,12,2024-09-24
2211,3675,12,2024-09-23
2212,2957,12,2024-08-20
2213,5652,12,2024-09-04
2214,6270,12,2024-08-04
2215,9317,12,2024-08-09
2216,8941,12,2024-08-12
2217,9044,12,2024-08-04
2218,3817,12,2024-09-14
2219,3581,12,2024-09-17
2220,5856,12,2024-08-12
2221,3800,12,2024-08-29
2222,9953,12,2024-08-14
2223,3146,12,2024-09-05
2224,1360,12,2024-08-13
2225,5416,12,2024-09-26
2226,8554,12,2024-09-08
2227,3344,12,2024-08-18
2228,3224,12,2024-09-10
2229,3326,12,2024-09-17
2230,3655,12,2024-08-19
2231,3241,12,2024-08-26
2232,4370,12,2024-09-26
2233,3842,12,2024-08-03
2234,1741,12,2024-09-12
2235,9913,12,2024-08-14
2236,6364,12,2024-09-10
2237,3511,12,2024-09-07
2238,3285,12,2024-08-19
2239,4215,12,2024-09-10
2240,6608,12,2024-08-20
2241,580,12,2024-08-11
2242,7558,12,2024-09-10
2243,2948,12,2024-09-15
2244,9596,12,2024-08-15
2245,572,12,2024-08-04
2246,845,12,2024-08-18
2247,1997,12,2024-09-24
2248,5390,12,2024-09-06
2249,5837,12,2024-09-17
2250,1560,12,2024-08-06
2251,3441,12,2024-09-20
2252,6099,12,2024-08-31
2253,6620,12,2024-09-17
2254,3648,12,2024-08-16
2255,3120,12,2024-09-18
2256,4849,12,2024-08-17
2257,7275,12,2024-09-01
2258,7623,12,2024-09-25
2259,8798,12,2024-08-13
2260,544,12,2024-08-21
2261,4316,12,2024-09-22
2262,4410,12,2024-08-13
2263,6793,12,2024-09-16
2264,694,12,2024-09-20
2265,5417,12,2024-09-28
2266,8170,12,2024-08-19
2267,3148,12,2024-08-19
2268,3703,12,2024-09-17
2269,3841,12,2024-09-12
2270,9132,12,2024-09-21
2271,5398,12,2024-09-02
2272,2305,12,2024-09-19
2273,6903,12,2024-08-03
2274,6674,12,2024-08-30
2275,4558,12,2024-08-25
2276,4034,12,2024-09-12
2277,8866,12,2024-09-26
2278,7203,12,2024-09-06
2279,1679,12,2024-08-16
2280,476,12,2024-08-24
2281,6651,12,2024-08-31
2282,4709,12,2024-09-03
2283,666,12,2024-09-11
2284,5140,12,2024-09-16
2285,6642,12,2024-09-03
2286,9554,12,2024-08-09
2287,7112,12,2024-08-13
2288,6734,12,2024-08-15
2289,1264,12,2024-08-26
2290,3646,12,2024-08-10
2291,6728,12,2024-08-29
2292,9425,12,2024-09-11
2293,2646,12,2024-08-02
2294,4388,12,2024-08-11
2295,3577,12,2024-08-06
2296,3737,12,2024-09-16
2297,303,12,2024-09-27
2298,128,12,2024-08-24
2299,9553,12,2024-09-14
2300,101,12,2024-09-25
2301,8288,12,2024-08-22
2302,1463,12,2024-09-14
2303,8612,12,2024-08-31
2304,5923,12,2024-08-04
2305,9960,12,2024-09-17
2306,5819,12,2024-08-24
2307,7750,12,2024-09-09
2308,9098,12,2024-09-13
2309,5514,12,2024-09-26
2310,9246,12,2024-09-22
2311,6839,12,2024-08-30
2312,3360,12,2024-09-02
2313,2042,12,2024-09-10
2314,5151,12,2024-09-07
2315,4831,12,2024-09-09
2316,7236,12,2024-08-04
2317,7493,12,2024-09-26
2318,7158,12,2024-08-21
2319,823,12,2024-09-14
2320,7495,12,2024-09-09
2321,2795,12,2024-08-31
2322,2833,12,2024-08-24
2323,9122,12,2024-09-28
2324,4,12,2024-08-09
2325,3450,12,2024-09-22
2326,6523,12,2024-09-26
2327,2670,12,2024-09-22
2328,7261,12,2024-09-22
2329,5082,12,2024-08-07
2330,2148,12,2024-09-06
2331,2244,12,2024-08-11
2332,1336,12,2024-09-06
2333,7249,12,2024-08-10
2334,6955,12,2024-08-06
2335,8064,12,2024-08-17
2336,3520,12,2024-09-16
2337,5920,12,2024-09-24
2338,1519,12,2024-08-12
2339,2908,12,2024-08-26
2340,8336,12,2024-08-26
2341,8033,12,2024-08-09
2342,8847,12,2024-08-03
2343,8285,12,2024-09-05
2344,5095,12,2024-09-26
2345,1012,12,2024-09-15
2346,6130,12,2024-08-04
2347,7921,12,2024-09-29
2348,5890,12,2024-09-16
2349,9570,12,2024-08-27
2350,701,12,2024-08-21
2351,4814,12,2024-09-17
2352,3899,12,2024-08-12
2353,8364,12,2024-08-04
2354,5117,12,2024-08-30
2355,3424,12,2024-09-13
2356,5616,12,2024-08-28
2357,6357,12,2024-09-29
2358,3861,12,2024-08-29
2359,3145,12,2024-09-16
2360,507,12,2024-08-30
2361,8484,12,2024-08-14
2362,6253,12,2024-09-06
2363,5194,12,2024-09-30
2364,2843,12,2024-09-03
2365,1421,12,2024-08-18
2366,5750,12,2024-08-08
2367,5829,12,2024-09-13
2368,1251,12,2024-09-26
2369,4047,12,2024-09-05
2370,9456,12,2024-09-19
2371,1504,12,2024-09-27
2372,3026,12,2024-08-30
2373,5110,12,2024-09-13
2374,3725,12,2024-08-22
2375,2440,12,2024-08-06
2376,856,12,2024-08-19
2377,1381,12,2024-08-10
2378,6558,12,2024-08-14
2379,8088,12,2024-09-27
2380,4806,12,2024-09-10
2381,628,12,2024-08-13
2382,4692,12,2024-09-19
2383,1641,12,2024-09-14
2384,3659,12,2024-09-18
2385,7159,12,2024-08-15
2386,7895,12,2024-08-15
2387,5334,12,2024-08-08
2388,8827,12,2024-08-22
2389,5456,12,2024-09-06
2390,8707,12,2024-08-24
2391,9189,12,2024-09-30
2392,1328,12,2024-08-09
2393,8601,12,2024-09-30
2394,8714,12,2024-08-27
2395,7500,12,2024-08-04
2396,5626,12,2024-09-11
2397,5463,12,2024-08-15
2398,3281,12,2024-08-10
2399,8143,12,2024-09-01
2400,4532,12,2024-08-08
2401,1960,13,2024-09-14
2402,2427,13,2024-08-06
2403,9455,13,2024-08-12
2404,8603,13,2024-08-26
2405,8718,13,2024-09-21
2406,6523,13,2024-09-25
2407,7294,13,2024-08-25
2408,506,13,2024-09-27
2409,812,13,2024-09-13
2410,5414,13,2024-09-09
2411,3688,13,2024-08-02
2412,9800,13,2024-09-07
2413,6627,13,2024-09-19
2414,3874,13,2024-08-25
2415,2173,13,2024-09-21
2416,6512,13,2024-09-28
2417,8847,13,2024-09-22
2418,6934,13,2024-09-17
2419,2711,13,2024-08-06
2420,3515,13,2024-08-24
2421,6293,13,2024-09-26
2422,1103,13,2024-08-13
2423,4807,13,2024-09-06
2424,7748,13,2024-08-21
2425,710,13,2024-09-02
2426,3849,13,2024-09-21
2427,1253,13,2024-08-30
2428,4129,13,2024-08-04
2429,8365,13,2024-08-26
2430,9842,13,2024-09-19
2431,5639,13,2024-08-31
2432,8477,13,2024-08-28
2433,8779,13,2024-09-17
2434,7074,13,2024-09-22
2435,7797,13,2024-09-10
2436,9336,13,2024-08-21
2437,7243,13,2024-09-23
2438,3958,13,2024-09-20
2439,6359,13,2024-08-02
2440,1575,13,2024-08-11
2441,6189,13,2024-08-18
2442,4814,13,2024-08-07
2443,4958,13,2024-09-02
2444,5502,13,2024-09-14
2445,3921,13,2024-08-31
2446,2797,13,2024-08-19
2447,9852,13,2024-09-24
2448,27,13,2024-08-07
2449,2170,13,2024-08-28
2450,3425,13,2024-08-22
2451,1221,13,2024-08-06
2452,9122,13,2024-09-10
2453,905,13,2024-09-02
2454,534,13,2024-09-10
2455,4035,13,2024-09-10
2456,9755,13,2024-08-22
2457,1856,13,2024-09-24
2458,37,13,2024-08-12
2459,2365,13,2024-08-20
2460,66,13,2024-08-19
2461,4823,13,2024-09-27
2462,2913,13,2024-08-03
2463,127,13,2024-08-03
2464,9957,13,2024-09-28
2465,3073,13,2024-09-03
2466,4669,13,2024-09-27
2467,4928,13,2024-08-27
2468,2024,13,2024-09-04
2469,7984,13,2024-09-15
2470,192,13,2024-08-04
2471,519,13,2024-09-30
2472,9204,13,2024-09-12
2473,6765,13,2024-09-18
2474,9695,13,2024-09-02
2475,6928,13,2024-08-11
2476,2323,13,2024-08-26
2477,7878,13,2024-09-03
2478,7840,13,2024-09-17
2479,1762,13,2024-09-17
2480,398,13,2024-09-24
2481,9891,13,2024-08-06
2482,7808,13,2024-08-28
2483,5010,13,2024-08-03
2484,6124,13,2024-08-24
2485,5104,13,2024-08-05
2486,981,13,2024-09-05
2487,5441,13,2024-09-10
2488,4372,13,2024-08-10
2489,5616,13,2024-09-27
2490,1569,13,2024-08-03
2491,8583,13,2024-09-21
2492,2858,13,2024-08-19
2493,2553,13,2024-08-15
2494,3381,13,2024-08-04
2495,9241,13,2024-09-20
2496,8825,13,2024-08-23
2497,8536,13,2024-08-27
2498,400,13,2024-08-16
2499,6651,13,2024-09-05
2500,5144,13,2024-08-21
2501,743,13,2024-08-21
2502,3398,13,2024-08-17
2503,7505,13,2024-08-03
2504,422,13,2024-08-07
2505,3555,13,2024-09-20
2506,5909,13,2024-09-20
2507,8101,13,2024-08-02
2508,6963,13,2024-09-01
2509,6494,13,2024-09-29
2510,2898,13,2024-09-29
2511,1907,13,2024-09-06
2512,6208,13,2024-09-13
2513,7534,13,2024-09-18
2514,7882,13,2024-08-26
2515,4833,13,2024-09-09
2516,4204,13,2024-08-28
2517,3770,13,2024-09-29
2518,8923,13,2024-09-27
2519,5309,13,2024-08-12
2520,6899,13,2024-08-02
2521,3727,13,2024-09-24
2522,1349,13,2024-09-20
2523,849,13,2024-08-30
2524,3509,13,2024-08-16
2525,4543,13,2024-09-17
2526,5708,13,2024-08-18
2527,8760,13,2024-09-26
2528,8064,13,2024-08-21
2529,5924,13,2024-08-10
2530,5923,13,2024-08-04
2531,4890,13,2024-08-08
2532,4376,13,2024-09-24
2533,4384,13,2024-09-22
2534,8763,13,2024-09-01
2535,4520,13,2024-09-02
2536,7420,13,2024-09-26
2537,734,13,2024-09-24
2538,1335,13,2024-08-04
2539,6446,13,2024-08-02
2540,8714,13,2024-08-26
2541,6630,13,2024-09-19
2542,4365,13,2024-08-18
2543,9264,13,2024-08-28
2544,5983,13,2024-08-26
2545,8798,13,2024-08-28
2546,7725,13,2024-08-18
2547,4186,13,2024-09-22
2548,4230,13,2024-09-05
2549,3553,13,2024-08-19
2550,331,13,2024-09-15
2551,277,13,2024-09-02
2552,3194,13,2024-08-07
2553,5527,13,2024-09-09
2554,3330,13,2024-08-10
2555,9655,13,2024-08-03
2556,6674,13,2024-09-21
2557,3170,13,2024-08-19
2558,3939,13,2024-09-16
2559,5751,13,2024-09-30
2560,7856,13,2024-08-22
2561,1656,13,2024-09-11
2562,6210,13,2024-08-05
2563,1459,13,2024-08-20
2564,3220,13,2024-08-31
2565,2272,13,2024-09-25
2566,8413,13,2024-08-23
2567,9739,13,2024-09-29
2568,7941,13,2024-09-15
2569,101,13,2024-08-08
2570,8040,13,2024-09-29
2571,885,13,2024-08-27
2572,1849,13,2024-08-14
2573,428,13,2024-09-01
2574,7427,13,2024-09-19
2575,8437,13,2024-09-26
2576,9945,13,2024-08-04
2577,3224,13,2024-09-14
2578,6081,13,2024-08-03
2579,2657,13,2024-08-06
2580,7265,13,2024-08-04
2581,8291,13,2024-09-06
2582,7097,13,2024-08-02
2583,2683,13,2024-09-18
2584,4244,13,2024-08-31
2585,6451,13,2024-09-17
2586,4843,13,2024-09-02
2587,827,13,2024-09-24
2588,5856,13,2024-08-21
2589,5737,13,2024-09-19
2590,6602,13,2024-08-27
2591,373,13,2024-09-13
2592,4525,13,2024-08-06
2593,7850,13,2024-08-14
2594,3796,13,2024-08-22
2595,3861,13,2024-09-15
2596,4882,13,2024-08-11
2597,7404,13,2024-09-26
2598,7656,13,2024-09-25
2599,492,13,2024-09-15
2600,2440,13,2024-08-18
2601,734,14,2024-08-07
2602,9253,14,2024-09-02
2603,621,14,2024-08-07
2604,9138,14,2024-09-19
2605,1675,14,2024-08-27
2606,796,14,2024-09-28
2607,1448,14,2024-09-14
2608,732,14,2024-08-04
2609,2234,14,2024-08-03
2610,2761,14,2024-09-04
2611,5709,14,2024-08-12
2612,5623,14,2024-08-18
2613,188,14,2024-09-30
2614,7299,14,2024-09-03
2615,7701,14,2024-09-24
2616,5805,14,2024-08-13
2617,2642,14,2024-08-22
2618,2172,14,2024-08-06
2619,2295,14,2024-09-30
2620,9554,14,2024-08-03
2621,6019,14,2024-09-03
2622,428,14,2024-08-13
2623,531,14,2024-09-28
2624,5416,14,2024-08-29
2625,4917,14,2024-09-26
2626,1459,14,2024-09-16
2627,1156,14,2024-09-06
2628,1328,14,2024-08-02
2629,8726,14,2024-09-05
2630,3399,14,2024-08-12
2631,3772,14,2024-08-16
2632,1514,14,2024-09-14
2633,5678,14,2024-09-08
2634,3452,14,2024-09-30
2635,637,14,2024-08-17
2636,5489,14,2024-08-21
2637,4051,14,2024-08-05
2638,332,14,2024-09-30
2639,8148,14,2024-08-04
2640,5617,14,2024-08-25
2641,1213,14,2024-09-13
2642,5091,14,2024-09-24
2643,1797,14,2024-08-04
2644,2669,14,2024-08-12
2645,1540,14,2024-08-17
2646,1253,14,2024-08-18
2647,9125,14,2024-08-26
2648,804,14,2024-08-06
2649,5309,14,2024-09-18
2650,4023,14,2024-09-16
2651,1575,14,2024-09-07
2652,610,14,2024-08-31
2653,6787,14,2024-08-14
2654,7278,14,2024-08-29
2655,190,14,2024-09-25
2656,4203,14,2024-08-24
2657,1845,14,2024-09-11
2658,7188,14,2024-08-25
2659,9070,14,2024-08-19
2660,6197,14,2024-09-15
2661,762,14,2024-09-20
2662,7617,14,2024-09-09
2663,8175,14,2024-09-26
2664,326,14,2024-09-25
2665,8505,14,2024-08-24
2666,8833,14,2024-09-07
2667,7012,14,2024-09-16
2668,2372,14,2024-08-10
2669,5122,14,2024-09-04
2670,2373,14,2024-08-27
2671,5087,14,2024-09-06
2672,4418,14,2024-09-08
2673,6734,14,2024-09-25
2674,1522,14,2024-09-15
2675,6510,14,2024-08-26
2676,7941,14,2024-09-25
2677,459,14,2024-08-10
2678,6868,14,2024-08-24
2679,2450,14,2024-08-23
2680,5104,14,2024-09-30
2681,2694,14,2024-08-14
2682,9120,14,2024-09-20
2683,9375,14,2024-08-27
2684,1094,14,2024-08-22
2685,3146,14,2024-08-16
2686,1381,14,2024-08-08
2687,6686,14,2024-09-11
2688,4485,14,2024-08-12
2689,7625,14,2024-09-24
2690,2348,14,2024-08-16
2691,2170,14,2024-09-08
2692,6554,14,2024-08-29
2693,2490,14,2024-09-19
2694,2400,14,2024-09-12
2695,8587,14,2024-08-28
2696,3471,14,2024-09-18
2697,9320,14,2024-08-20
2698,2013,14,2024-09-17
2699,4915,14,2024-09-25
2700,7275,14,2024-09-27
2701,3786,14,2024-09-29
2702,5063,14,2024-08-18
2703,2278,14,2024-09-17
2704,710,14,2024-08-09
2705,7738,14,2024-09-18
2706,2173,14,2024-09-12
2707,8299,14,2024-08-06
2708,6370,14,2024-08-23
2709,215,14,2024-08-18
2710,4889,14,2024-09-26
2711,9894,14,2024-08-28
2712,3669,14,2024-08-02
2713,6211,14,2024-08-25
2714,6771,14,2024-08-23
2715,4182,14,2024-09-16
2716,2466,14,2024-08-14
2717,711,14,2024-08-21
2718,9856,14,2024-09-20
2719,3896,14,2024-08-10
2720,9895,14,2024-09-25
2721,1560,14,2024-08-13
2722,2957,14,2024-09-22
2723,147,14,2024-09-23
2724,8716,14,2024-08-17
2725,2955,14,2024-09-14
2726,6292,14,2024-09-30
2727,646,14,2024-08-02
2728,5998,14,2024-09-16
2729,6269,14,2024-08-28
2730,3513,14,2024-09-22
2731,5856,14,2024-09-20
2732,433,14,2024-08-13
2733,8672,14,2024-08-31
2734,694,14,2024-09-22
2735,8454,14,2024-09-19
2736,2636,14,2024-08-17
2737,4564,14,2024-08-22
2738,8020,14,2024-09-06
2739,2056,14,2024-09-07
2740,315,14,2024-08-11
2741,4625,14,2024-08-13
2742,2044,14,2024-09-08
2743,5151,14,2024-09-19
2744,534,14,2024-08-22
2745,2338,14,2024-08-24
2746,3305,14,2024-08-29
2747,8966,14,2024-09-30
2748,2249,14,2024-08-06
2749,2782,14,2024-09-11
2750,3634,14,2024-09-09
2751,8884,14,2024-09-01
2752,5977,14,2024-08-19
2753,1616,14,2024-08-16
2754,6563,14,2024-08-13
2755,4924,14,2024-09-08
2756,3036,14,2024-08-23
2757,6965,14,2024-08-21
2758,3757,14,2024-08-07
2759,5819,14,2024-09-04
2760,6468,14,2024-08-03
2761,882,14,2024-09-11
2762,3000,14,2024-08-20
2763,7985,14,2024-08-17
2764,8413,14,2024-08-22
2765,5010,14,2024-09-05
2766,3464,14,2024-09-27
2767,9465,14,2024-09-13
2768,4714,14,2024-08-27
2769,8574,14,2024-09-11
2770,7748,14,2024-08-03
2771,8685,14,2024-09-22
2772,5398,14,2024-08-28
2773,1339,14,2024-08-24
2774,1749,14,2024-08-19
2775,740,14,2024-08-04
2776,6550,14,2024-08-14
2777,1470,14,2024-08-09
2778,3427,14,2024-08-21
2779,9277,14,2024-09-04
2780,2997,14,2024-08-18
2781,5199,14,2024-08-15
2782,3703,14,2024-08-21
2783,420,14,2024-09-03
2784,8407,14,2024-09-26
2785,9759,14,2024-08-22
2786,9875,14,2024-09-10
2787,4550,14,2024-08-18
2788,7564,14,2024-08-13
2789,9068,14,2024-08-25
2790,9130,14,2024-09-16
2791,1411,14,2024-08-31
2792,250,14,2024-08-12
2793,9767,14,2024-08-14
2794,66,14,2024-08-24
2795,2753,14,2024-08-26
2796,4848,14,2024-08-03
2797,1134,14,2024-09-24
2798,9973,14,2024-09-10
2799,4370,14,2024-08-08
2800,7024,14,2024-08-02
2801,4929,15,2024-08-22
2802,5709,15,2024-08-21
2803,7683,15,2024-08-05
2804,867,15,2024-08-06
2805,2805,15,2024-08-14
2806,7974,15,2024-08-27
2807,6468,15,2024-08-09
2808,4389,15,2024-08-03
2809,3601,15,2024-09-11
2810,4370,15,2024-09-24
2811,1616,15,2024-08-06
2812,6719,15,2024-08-24
2813,3915,15,2024-08-14
2814,482,15,2024-09-02
2815,9477,15,2024-09-16
2816,352,15,2024-08-28
2817,9241,15,2024-09-10
2818,2169,15,2024-08-18
2819,845,15,2024-08-12
2820,5652,15,2024-09-13
2821,9851,15,2024-09-24
2822,8372,15,2024-08-28
2823,495,15,2024-08-14
2824,1597,15,2024-08-05
2825,7039,15,2024-09-04
2826,1336,15,2024-08-15
2827,4393,15,2024-09-03
2828,4636,15,2024-08-19
2829,5378,15,2024-09-21
2830,6228,15,2024-08-16
2831,1471,15,2024-08-10
2832,3547,15,2024-09-27
2833,3016,15,2024-08-02
2834,4849,15,2024-09-30
2835,6747,15,2024-09-11
2836,5258,15,2024-09-29
2837,1830,15,2024-08-15
2838,4072,15,2024-08-17
2839,3882,15,2024-09-03
2840,2205,15,2024-08-02
2841,5942,15,2024-09-26
2842,9729,15,2024-08-16
2843,6019,15,2024-08-28
2844,2948,15,2024-09-19
2845,6839,15,2024-08-10
2846,507,15,2024-08-31
2847,9120,15,2024-08-03
2848,6049,15,2024-09-19
2849,4360,15,2024-09-09
2850,2726,15,2024-09-20
2851,921,15,2024-08-02
2852,3896,15,2024-09-13
2853,6963,15,2024-08-19
2854,1267,15,2024-08-13
2855,1181,15,2024-09-02
2856,8805,15,2024-09-02
2857,8447,15,2024-09-13
2858,8879,15,2024-09-13
2859,8860,15,2024-08-04
2860,6523,15,2024-09-23
2861,6549,15,2024-09-11
2862,4,15,2024-08-29
2863,694,15,2024-09-21
2864,6269,15,2024-08-26
2865,3725,15,2024-09-16
2866,9578,15,2024-09-18
2867,7539,15,2024-09-06
2868,1280,15,2024-09-30
2869,4274,15,2024-08-26
2870,7725,15,2024-09-23
2871,8972,15,2024-08-12
2872,4074,15,2024-08-26
2873,4204,15,2024-08-10
2874,7640,15,2024-08-26
2875,1438,15,2024-08-16
2876,5156,15,2024-08-06
2877,3565,15,2024-08-24
2878,4879,15,2024-08-07
2879,9335,15,2024-09-27
2880,5442,15,2024-08-25
2881,1764,15,2024-09-13
2882,6980,15,2024-08-07
2883,1957,15,2024-08-20
2884,8587,15,2024-09-05
2885,4378,15,2024-09-30
2886,3033,15,2024-08-25
2887,6195,15,2024-09-22
2888,8671,15,2024-09-03
2889,8188,15,2024-09-04
2890,1368,15,2024-09-03
2891,5326,15,2024-08-14
2892,3148,15,2024-08-20
2893,5085,15,2024-09-29
2894,4708,15,2024-09-28
2895,8221,15,2024-08-29
2896,5884,15,2024-09-28
2897,6674,15,2024-08-29
2898,1575,15,2024-08-11
2899,8817,15,2024-08-29
2900,3263,15,2024-09-23
2901,8920,15,2024-08-16
2902,7114,15,2024-08-20
2903,9835,15,2024-09-27
2904,9369,15,2024-09-20
2905,3950,15,2024-08-12
2906,1296,15,2024-08-19
2907,7616,15,2024-09-23
2908,1440,15,2024-09-17
2909,5004,15,2024-09-01
2910,7677,15,2024-08-29
2911,611,15,2024-09-08
2912,1684,15,2024-08-25
2913,9755,15,2024-09-12
2914,4890,15,2024-09-21
2915,1802,15,2024-09-10
2916,7420,15,2024-09-02
2917,6000,15,2024-08-19
2918,534,15,2024-09-11
2919,1327,15,2024-09-19
2920,3125,15,2024-08-20
2921,6400,15,2024-08-05
2922,8101,15,2024-08-03
2923,3922,15,2024-08-26
2924,6452,15,2024-09-19
2925,8421,15,2024-08-18
2926,2588,15,2024-08-26
2927,8858,15,2024-09-17
2928,4830,15,2024-08-24
2929,9355,15,2024-08-21
2930,9444,15,2024-08-07
2931,9457,15,2024-09-17
2932,7522,15,2024-08-14
2933,6434,15,2024-08-31
2934,5010,15,2024-09-29
2935,1,15,2024-09-27
2936,2744,15,2024-08-02
2937,4384,15,2024-08-07
2938,5817,15,2024-08-24
2939,9324,15,2024-08-20
2940,2466,15,2024-09-17
2941,5487,15,2024-08-31
2942,2338,15,2024-08-13
2943,3791,15,2024-08-11
2944,8966,15,2024-09-08
2945,5236,15,2024-08-26
2946,141,15,2024-08-30
2947,2623,15,2024-09-25
2948,3285,15,2024-09-06
2949,8240,15,2024-09-01
2950,6972,15,2024-08-03
2951,8536,15,2024-09-19
2952,4365,15,2024-08-17
2953,7382,15,2024-09-15
2954,7128,15,2024-08-30
2955,7627,15,2024-08-11
2956,3542,15,2024-08-07
2957,9038,15,2024-09-16
2958,7275,15,2024-09-21
