assignment_grade_id,assignment_id,student_id,score,submission_date,feedback
1666,34,5395,53.03,2025-03-19 14:28:14,Мусор провинция вздрагивать ломать идея ведь.,2025-05-24 17:35:01.622042
1667,34,9485,3.89,2025-03-12 06:05:32,Оставить задрать кидать.,2025-05-24 17:35:01.622042
1668,34,9513,59.39,2025-06-06 14:50:04,Карандаш социалистический школьный.,2025-05-24 17:35:01.622042
1669,34,2502,12.81,2025-03-16 04:24:08,Мучительно разводить правый покидать кидать.,2025-05-24 17:35:01.622042
1670,34,3962,30.60,2025-04-07 07:24:31,Степь торговля столетие аллея грустный.,2025-05-24 17:35:01.622042
1671,34,8656,90.97,2025-02-26 14:45:24,Мальчишка вперед заплакать монета.,2025-05-24 17:35:01.622042
1672,34,2453,12.10,2025-05-17 03:38:37,Секунда монета процесс теория коричневый.,2025-05-24 17:35:01.622042
1673,34,9932,2.32,2025-04-01 21:22:25,Вскакивать пропаганда славный заложить грудь.,2025-05-24 17:35:01.622042
1674,34,2320,69.19,2025-05-24 11:10:10,Палата песенка левый.,2025-05-24 17:35:01.622042
1675,34,8826,30.74,2025-01-29 03:43:02,Роскошный налево академик плясать.,2025-05-24 17:35:01.622042
1676,34,2423,7.72,2025-04-14 04:06:32,Редактор человечек демократия левый сопровождаться.,2025-05-24 17:35:01.622042
1677,34,6363,35.47,2025-05-18 17:40:07,Ребятишки пол природа чувство умолять.,2025-05-24 17:35:01.622042
1678,34,9665,82.36,2025-05-10 04:11:04,Поговорить печатать построить понятный освободить.,2025-05-24 17:35:01.622042
1679,34,9158,16.71,2025-02-06 13:19:47,Умирать бабочка место термин чувство спасть.,2025-05-24 17:35:01.622042
1680,34,7209,76.58,2025-05-14 19:00:33,Отметить еврейский каюта юный дошлый рассуждение спалить.,2025-05-24 17:35:01.622042
1681,34,5325,40.05,2025-01-18 14:13:08,Помолчать очередной ложиться подземный.,2025-05-24 17:35:01.622042
1682,34,6897,14.61,2025-06-09 17:52:36,Наступать передо зима армейский возникновение.,2025-05-24 17:35:01.622042
1683,34,9037,79.05,2025-03-31 08:15:42,Волк спичка господь умирать торопливый потянуться грудь.,2025-05-24 17:35:01.622042
1684,34,6885,64.53,2025-03-06 01:42:47,Фонарик исследование мимо кожа.,2025-05-24 17:35:01.622042
1685,34,3502,82.94,2025-04-20 13:15:23,Тысяча лапа подробность дальний мелочь вообще валюта.,2025-05-24 17:35:01.622042
1686,34,1503,35.65,2025-02-07 20:54:02,Зарплата неожиданно порт о.,2025-05-24 17:35:01.622042
1687,34,5503,63.34,2025-06-08 03:05:16,Славный прежний совет ответить.,2025-05-24 17:35:01.622042
1688,34,3598,78.42,2025-05-29 20:35:59,Падать слишком угол карман.,2025-05-24 17:35:01.622042
1689,34,9843,13.64,2025-05-29 20:48:49,Правление хлеб какой четко покидать.,2025-05-24 17:35:01.622042
1690,34,2566,32.00,2025-04-08 12:21:36,Блин госпожа роса мусор слишком господь.,2025-05-24 17:35:01.622042
1691,34,7396,1.77,2025-05-13 09:35:48,Задрать ломать дрогнуть бровь эффект.,2025-05-24 17:35:01.622042
1692,34,3751,81.55,2025-02-03 22:14:28,При рис солнце конструкция светило возбуждение порядок.,2025-05-24 17:35:01.622042
1693,34,1736,57.78,2025-03-12 09:06:35,Невыносимый виднеться серьезный.,2025-05-24 17:35:01.622042
1694,34,3132,25.03,2025-02-03 01:25:58,Поговорить подземный миф плод волк снимать.,2025-05-24 17:35:01.622042
1695,34,9054,2.28,2025-04-02 09:13:40,Сынок умирать запеть отметить настать дальний.,2025-05-24 17:35:01.622042
1696,34,6663,44.31,2025-04-23 07:44:14,О упор еврейский смеяться разуметься прежний сопровождаться.,2025-05-24 17:35:01.622042
1697,34,6739,4.30,2025-04-06 12:40:08,Бетонный обида процесс изучить радость гулять факультет.,2025-05-24 17:35:01.622042
1698,34,3972,35.11,2025-03-17 22:45:23,Оставить смелый сынок падать.,2025-05-24 17:35:01.622042
1699,34,7192,9.66,2025-04-28 02:40:01,Потрясти проход юный устройство.,2025-05-24 17:35:01.622042
1700,34,9321,61.60,2025-05-03 14:47:47,Пятеро передо ученый факультет рабочий полюбить.,2025-05-24 17:35:01.622042
1701,35,3671,95.63,2025-01-19 18:53:30,Правильный о сынок армейский.,2025-05-24 17:35:01.622042
1702,35,1865,80.26,2025-01-13 17:08:13,Бочок применяться материя избегать девка.,2025-05-24 17:35:01.622042
1703,35,7311,98.81,2025-01-14 21:33:35,Инфекция пастух неправда изредка.,2025-05-24 17:35:01.622042
1704,35,9665,25.36,2025-01-23 01:46:48,Отдел витрина зато очко ложиться смелый.,2025-05-24 17:35:01.622042
1705,35,7396,80.90,2025-01-13 07:11:04,Ягода пропадать прежде промолчать скользить.,2025-05-24 17:35:01.622042
1706,35,4437,89.88,2025-01-16 11:31:08,Порог ныне юный космос пища иной необычный одиннадцать.,2025-05-24 17:35:01.622042
1707,35,9144,12.02,2025-01-10 20:58:15,Плод слать совет прелесть новый солнце.,2025-05-24 17:35:01.622042
1708,35,2098,81.02,2025-01-21 16:28:48,Невозможно строительство неправда подробность школьный падаль полевой социалистический.,2025-05-24 17:35:01.622042
1709,35,9485,34.74,2025-01-17 15:17:26,Перебивать цель невыносимый спешить.,2025-05-24 17:35:01.622042
1710,35,6193,70.83,2025-01-16 23:01:00,Возмутиться упорно коллектив слать более запретить угодный инвалид.,2025-05-24 17:35:01.622042
1711,35,3972,36.95,2025-01-16 16:25:16,Пространство видимо палец полностью.,2025-05-24 17:35:01.622042
1712,35,3784,93.10,2025-01-20 14:19:58,Выраженный развернуться снимать написать.,2025-05-24 17:35:01.622042
1713,35,1599,47.90,2025-01-08 08:54:57,Жестокий вперед художественный монета через.,2025-05-24 17:35:01.622042
1714,35,8746,66.21,2025-01-17 11:54:38,Угроза угол прелесть выраженный секунда наслаждение понятный.,2025-05-24 17:35:01.622042
1715,35,7298,53.88,2025-01-23 03:55:47,Ленинград провал печатать роса доставать князь.,2025-05-24 17:35:01.622042
1716,35,7209,19.64,2025-01-16 23:20:39,Потрясти боец растеряться правление житель танцевать.,2025-05-24 17:35:01.622042
1717,35,5300,78.99,2025-01-09 08:58:33,Выраженный сутки бровь мрачно дьявол дружно.,2025-05-24 17:35:01.622042
1718,35,6327,96.37,2025-01-18 13:25:29,Выражаться зеленый поставить.,2025-05-24 17:35:01.622042
1719,35,9956,46.26,2025-01-11 15:57:15,Мгновение магазин написать инфекция сынок недостаток.,2025-05-24 17:35:01.622042
1720,35,5325,98.43,2025-01-17 07:07:48,Функция мягкий научить дремать неудобно научить.,2025-05-24 17:35:01.622042
1721,35,3165,56.38,2025-01-13 11:49:08,Манера командование научить единый сутки радость.,2025-05-24 17:35:01.622042
1722,35,6851,97.71,2025-01-09 19:09:40,Зачем уточнить природа премьера задержать при страсть.,2025-05-24 17:35:01.622042
1723,35,5586,82.61,2025-01-21 13:48:25,Вскакивать бочок следовательно коммунизм достоинство плод.,2025-05-24 17:35:01.622042
1724,35,1376,88.62,2025-01-08 01:01:18,Дурацкий потянуться указанный.,2025-05-24 17:35:01.622042
1725,35,2254,80.49,2025-01-22 03:59:32,Посидеть направо славный металл сынок вперед спорт.,2025-05-24 17:35:01.622042
1726,35,3997,82.21,2025-01-22 00:29:37,Конструкция танцевать крыса бровь остановить дальний.,2025-05-24 17:35:01.622042
1727,35,3372,14.98,2025-01-13 10:40:57,Степь умолять палка потом ребятишки деловой.,2025-05-24 17:35:01.622042
1728,35,2678,97.63,2025-01-23 21:33:29,Нож ученый военный.,2025-05-24 17:35:01.622042
1729,35,7290,26.26,2025-01-19 15:27:07,Выражаться чем рот палец светило материя.,2025-05-24 17:35:01.622042
1730,35,7245,74.82,2025-01-22 06:05:17,Ленинград экзамен инфекция около мучительно.,2025-05-24 17:35:01.622042
1731,35,5823,39.20,2025-01-12 14:53:14,Райком слишком отражение выраженный команда.,2025-05-24 17:35:01.622042
1732,35,9717,48.30,2025-01-18 14:36:22,Возможно висеть волк дошлый нож плавно.,2025-05-24 17:35:01.622042
1733,35,9843,18.67,2025-01-08 01:58:42,Парень жить шлем монета разнообразный.,2025-05-24 17:35:01.622042
1734,35,3132,18.59,2025-01-17 14:03:44,Исполнять потрясти советовать интеллектуальный.,2025-05-24 17:35:01.622042
1735,35,1705,62.10,2025-01-14 13:51:51,Покидать господь полностью инвалид торопливый.,2025-05-24 17:35:01.622042
1736,35,7639,33.49,2025-01-15 17:13:31,Приятель вытаскивать сынок правление сверкающий.,2025-05-24 17:35:01.622042
1737,35,6897,86.62,2025-01-21 12:24:23,Аж невыносимый процесс четко.,2025-05-24 17:35:01.622042
1738,35,8087,3.42,2025-01-08 16:51:14,Снимать экзамен решение процесс изучить.,2025-05-24 17:35:01.622042
1739,35,4623,95.75,2025-01-10 12:20:57,Угодный ленинград пол угроза лететь.,2025-05-24 17:35:01.622042
1740,35,9248,84.70,2025-01-12 13:57:05,Правильный страсть спешить полоска увеличиваться ленинград дрогнуть легко.,2025-05-24 17:35:01.622042
1741,35,130,85.81,2025-01-10 16:37:39,Процесс солнце нож горький.,2025-05-24 17:35:01.622042
1742,35,7303,19.74,2025-01-18 21:55:15,Применяться изучить нажать космос освобождение.,2025-05-24 17:35:01.622042
1743,35,4768,67.60,2025-01-14 19:24:19,Художественный космос решетка пространство пятеро банк через.,2025-05-24 17:35:01.622042
1744,35,3736,95.37,2025-01-12 05:09:31,Пробовать вряд светило сверкающий чувство рассуждение.,2025-05-24 17:35:01.622042
1745,35,2320,32.69,2025-01-15 14:30:46,Приходить князь оставить.,2025-05-24 17:35:01.622042
1746,35,6640,69.90,2025-01-12 15:39:28,Жестокий миллиард плод умирать коричневый пространство наткнуться висеть.,2025-05-24 17:35:01.622042
1747,35,9037,21.90,2025-01-13 02:22:27,Князь угол приятель беспомощный.,2025-05-24 17:35:01.622042
1748,35,2608,97.22,2025-01-12 13:18:32,Ученый какой достоинство термин спешить вытаскивать социалистический.,2025-05-24 17:35:01.622042
1749,35,8465,38.60,2025-01-17 10:40:23,Коробка выраженный столетие.,2025-05-24 17:35:01.622042
1750,35,9321,22.36,2025-01-23 19:56:50,Секунда умирать перебивать цепочка мягкий.,2025-05-24 17:35:01.622042
1751,36,8150,54.29,2025-03-02 10:09:15,Вскинуть зачем около мальчишка.,2025-05-24 17:35:01.622042
1752,36,4148,66.96,2025-04-03 23:32:58,Потянуться гулять изображать что экзамен песня мягкий монета.,2025-05-24 17:35:01.622042
1753,36,3972,34.07,2025-02-25 05:45:20,Счастье космос исследование растеряться невыносимый некоторый.,2025-05-24 17:35:01.622042
1754,36,2537,99.51,2025-03-25 23:37:07,Еврейский привлекать ныне зато деловой монета построить.,2025-05-24 17:35:01.622042
1755,36,3374,3.26,2025-03-02 05:27:59,Выгнать горький другой серьезный очередной сбросить опасность трясти.,2025-05-24 17:35:01.622042
1756,36,1331,69.05,2025-02-18 13:48:11,Скользить носок жидкий предоставить деньги мучительно житель.,2025-05-24 17:35:01.622042
1757,36,1865,30.13,2025-03-31 20:12:39,Карман ныне трубка болото интеллектуальный парень дьявол.,2025-05-24 17:35:01.622042
1758,36,5965,23.10,2025-02-02 00:01:49,Пятеро сбросить изучить князь возникновение другой горький порт.,2025-05-24 17:35:01.622042
1759,36,1092,92.92,2025-01-12 09:33:43,Запретить полевой равнодушный уронить совет райком успокоиться.,2025-05-24 17:35:01.622042
1760,36,9116,66.50,2025-01-14 00:10:26,Пища угроза посвятить конференция другой сустав слишком.,2025-05-24 17:35:01.622042
1761,36,9902,61.50,2025-03-27 08:30:04,Строительство приятель мягкий непривычный передо.,2025-05-24 17:35:01.622042
1762,36,8746,51.01,2025-01-19 09:08:05,Мимо банк песенка какой увеличиваться миг совет.,2025-05-24 17:35:01.622042
1763,36,1599,71.21,2025-01-18 15:28:42,Более привлекать пища факультет инфекция отметить.,2025-05-24 17:35:01.622042
1764,36,7452,57.62,2025-01-11 15:40:34,Некоторый прошептать написать магазин материя.,2025-05-24 17:35:01.622042
1765,36,4253,59.15,2025-04-01 11:08:16,Манера носок столетие серьезный граница левый.,2025-05-24 17:35:01.622042
1766,36,1753,58.69,2025-03-25 08:15:43,Жестокий новый функция налоговый господь факультет основание.,2025-05-24 17:35:01.622042
1767,36,5147,58.84,2025-02-03 11:22:22,Мгновение возникновение миг увеличиваться кидать что плод промолчать.,2025-05-24 17:35:01.622042
1768,36,8147,45.77,2025-02-16 15:36:44,Возможно невозможно жить лететь процесс картинка.,2025-05-24 17:35:01.622042
1769,36,9158,66.19,2025-03-01 06:31:19,Бабочка монета степь поздравлять мера редактор июнь сбросить.,2025-05-24 17:35:01.622042
1770,36,345,2.81,2025-02-01 09:06:38,Пространство скользить хотеть карандаш пространство адвокат заявление основание.,2025-05-24 17:35:01.622042
1771,36,8342,42.44,2025-02-17 06:42:44,Оставить ребятишки находить райком эффект валюта конференция ведь.,2025-05-24 17:35:01.622042
1772,36,2678,49.69,2025-03-10 00:17:01,Конструкция июнь пропаганда вскинуть изредка равнодушный коммунизм.,2025-05-24 17:35:01.622042
1773,36,3884,74.12,2025-02-05 05:59:32,Сравнение совещание болото сынок уронить танцевать.,2025-05-24 17:35:01.622042
1774,36,28,49.15,2025-03-18 16:22:59,Уронить радость коробка перебивать школьный.,2025-05-24 17:35:01.622042
1775,36,62,75.43,2025-01-08 05:14:44,Бегать казнь волк упорно картинка товар палец.,2025-05-24 17:35:01.622042
1776,36,1736,23.00,2025-02-16 16:37:59,Посидеть падаль ягода полностью.,2025-05-24 17:35:01.622042
1777,36,474,99.26,2025-02-14 07:12:02,Провал применяться означать что нервно дорогой.,2025-05-24 17:35:01.622042
1778,36,7245,52.13,2025-01-09 11:37:08,Серьезный слать светило кольцо.,2025-05-24 17:35:01.622042
1779,36,3132,95.18,2025-03-14 12:01:13,Скользить рассуждение оборот налево уничтожение.,2025-05-24 17:35:01.622042
1780,36,6663,87.14,2025-03-03 04:35:13,Умирать тяжелый неправда интеллектуальный бабочка.,2025-05-24 17:35:01.622042
1781,36,9832,77.07,2025-01-17 03:52:38,Естественный бочок мелькнуть умолять деловой торопливый.,2025-05-24 17:35:01.622042
1782,36,9843,8.67,2025-03-08 05:13:04,Новый неудобно новый сынок.,2025-05-24 17:35:01.622042
1783,36,7796,65.74,2025-01-23 19:28:27,Вздрогнуть труп зима стакан приличный князь.,2025-05-24 17:35:01.622042
1784,36,3697,38.00,2025-01-10 15:15:04,Монета сынок выраженный чувство.,2025-05-24 17:35:01.622042
1785,36,9294,59.48,2025-01-23 02:16:19,Устройство конструкция руководитель валюта развернуться ответить механический командир.,2025-05-24 17:35:01.622042
1786,36,6127,8.97,2025-01-15 16:02:43,Мусор висеть выражение сопровождаться командующий.,2025-05-24 17:35:01.622042
1787,36,9717,91.93,2025-03-22 23:03:02,Устройство банда виднеться помолчать мера цепочка.,2025-05-24 17:35:01.622042
1788,36,3751,41.95,2025-03-24 10:21:14,Достоинство трубка военный.,2025-05-24 17:35:01.622042
1789,36,3827,94.30,2025-01-24 12:10:03,Поколение витрина волк.,2025-05-24 17:35:01.622042
1790,36,3736,60.35,2025-03-07 17:55:47,Посидеть народ сынок правый тысяча полностью.,2025-05-24 17:35:01.622042
1791,36,9426,98.96,2025-03-29 06:13:39,Даль зеленый вскакивать порог горький тревога.,2025-05-24 17:35:01.622042
1792,36,6187,16.22,2025-02-17 11:54:09,Плод оборот порода.,2025-05-24 17:35:01.622042
1793,36,9932,3.88,2025-02-22 16:20:14,Решетка плод слать зато зарплата палата народ.,2025-05-24 17:35:01.622042
1794,36,8922,46.36,2025-02-11 13:25:24,Сынок вздрагивать терапия природа.,2025-05-24 17:35:01.622042
1795,36,6363,36.43,2025-04-03 10:56:44,Пересечь приличный командир невыносимый приятель пересечь.,2025-05-24 17:35:01.622042
1796,36,5596,7.64,2025-01-14 14:58:35,Деньги сходить подземный анализ труп.,2025-05-24 17:35:01.622042
1797,36,1376,60.05,2025-01-27 20:08:25,Крутой рота вскакивать заложить.,2025-05-24 17:35:01.622042
1798,36,520,57.40,2025-01-08 20:02:08,Заработать задержать жидкий находить.,2025-05-24 17:35:01.622042
1799,36,9825,46.04,2025-03-21 10:29:35,Мимо магазин запеть инструкция командование наслаждение.,2025-05-24 17:35:01.622042
1800,36,2165,12.97,2025-03-10 01:47:30,Передо дурацкий реклама разводить район правление ломать.,2025-05-24 17:35:01.622042
1801,37,4699,28.28,2025-05-17 15:43:15,Полоска неправда провинция ручей.,2025-05-24 17:35:01.622042
1802,37,4042,33.12,2025-04-22 13:18:51,Тревога вчера расстройство падаль.,2025-05-24 17:35:01.622042
1803,37,3372,95.64,2025-04-28 09:01:51,Прежде еврейский реклама бочок сопровождаться.,2025-05-24 17:35:01.622042
1804,37,8984,78.33,2025-01-21 10:32:43,Цепочка висеть висеть передо.,2025-05-24 17:35:01.622042
1805,37,2681,13.91,2025-04-12 03:32:54,Достоинство космос конструкция увеличиваться указанный понятный металл бак.,2025-05-24 17:35:01.622042
1806,37,8320,6.03,2025-04-12 18:17:04,Заложить смелый войти карман команда зарплата легко.,2025-05-24 17:35:01.622042
1807,37,8436,55.28,2025-04-18 07:24:51,Тысяча мелочь заявление домашний рота скрытый.,2025-05-24 17:35:01.622042
1808,37,4150,88.54,2025-03-21 08:20:10,Валюта смертельный инвалид заявление научить.,2025-05-24 17:35:01.622042
1809,37,8960,34.47,2025-04-19 11:34:25,Разуметься инвалид страсть табак дремать домашний.,2025-05-24 17:35:01.622042
1810,37,363,28.35,2025-04-25 18:02:28,Дрогнуть степь чувство сутки салон трясти висеть.,2025-05-24 17:35:01.622042
1811,37,3132,15.95,2025-05-15 09:25:02,Кожа танцевать пересечь невозможно мелочь растеряться печатать.,2025-05-24 17:35:01.622042
1812,37,2423,79.33,2025-05-14 11:00:20,Отражение посвятить отметить грустный зарплата штаб хотеть.,2025-05-24 17:35:01.622042
1813,37,4808,83.20,2025-05-11 22:02:37,Витрина мимо штаб роскошный командир порода магазин.,2025-05-24 17:35:01.622042
1814,37,9321,81.30,2025-02-21 18:37:40,Слать грустный соответствие актриса построить.,2025-05-24 17:35:01.622042
1815,37,2672,81.48,2025-02-23 09:39:01,Возбуждение слать коллектив падать монета куча демократия.,2025-05-24 17:35:01.622042
1816,37,9956,55.70,2025-03-04 01:14:14,Иной четыре тяжелый иной.,2025-05-24 17:35:01.622042
1817,37,1030,55.55,2025-01-13 23:17:01,Господь прощение помимо инвалид затянуться.,2025-05-24 17:35:01.622042
1818,37,6694,3.45,2025-04-25 19:01:16,Смелый металл голубчик набор кольцо пробовать.,2025-05-24 17:35:01.622042
1819,37,9923,17.04,2025-01-28 05:44:45,Новый войти провал четко лиловый.,2025-05-24 17:35:01.622042
1820,37,3962,5.54,2025-02-23 22:51:16,Порт обида призыв полюбить пропаганда художественный.,2025-05-24 17:35:01.622042
1821,37,6663,85.33,2025-04-21 07:13:49,Необычный степь совет товар песня.,2025-05-24 17:35:01.622042
1822,37,345,91.64,2025-04-28 11:17:10,Пасть торговля легко низкий.,2025-05-24 17:35:01.622042
1823,37,474,51.62,2025-02-25 02:41:12,Выражение сынок ботинок коричневый проход иной запустить.,2025-05-24 17:35:01.622042
1824,37,6412,86.96,2025-04-27 17:07:54,Мера виднеться кузнец мрачно дрогнуть.,2025-05-24 17:35:01.622042
1825,37,62,49.31,2025-03-28 21:27:20,Число набор дальний кольцо.,2025-05-24 17:35:01.622042
1826,37,783,9.97,2025-03-11 01:17:23,Пространство спорт приятель опасность академик грудь грустный.,2025-05-24 17:35:01.622042
1827,37,3331,98.20,2025-04-13 21:10:00,Хлеб другой аллея пища вздрогнуть дорогой труп близко.,2025-05-24 17:35:01.622042
1828,37,2158,77.46,2025-04-10 19:35:33,Художественный дружно вряд естественный освобождение отражение рис манера.,2025-05-24 17:35:01.622042
1829,37,6399,5.98,2025-02-19 15:09:32,Пространство войти славный банк космос.,2025-05-24 17:35:01.622042
1830,37,1572,64.72,2025-01-10 23:30:44,Пробовать процесс изредка манера изредка сынок материя.,2025-05-24 17:35:01.622042
1831,37,2028,82.89,2025-02-27 01:55:28,Назначить увеличиваться вряд кидать.,2025-05-24 17:35:01.622042
1832,37,5058,19.89,2025-02-01 07:01:00,Тревога академик сверкающий рота казнь.,2025-05-24 17:35:01.622042
1833,37,968,72.69,2025-01-14 17:52:26,Слишком кузнец наступать пропаганда очередной вряд зарплата.,2025-05-24 17:35:01.622042
1834,37,7311,1.35,2025-04-28 20:31:08,Собеседник вскакивать подробность мрачно сбросить палец.,2025-05-24 17:35:01.622042
1835,37,1753,38.63,2025-05-18 13:47:31,Подземный неправда развитый степь.,2025-05-24 17:35:01.622042
1836,37,7303,57.35,2025-03-14 15:59:23,Ломать невозможно степь равнодушный промолчать.,2025-05-24 17:35:01.622042
1837,37,5298,81.02,2025-04-04 05:25:43,Дурацкий налоговый выражение житель.,2025-05-24 17:35:01.622042
1838,37,3697,69.52,2025-03-02 02:59:15,Мусор зачем развернуться низкий помолчать бегать.,2025-05-24 17:35:01.622042
1839,37,6193,42.91,2025-01-20 23:12:04,Изредка уточнить пятеро протягивать направо освободить ягода.,2025-05-24 17:35:01.622042
1840,37,2048,80.98,2025-02-17 09:26:26,Эпоха терапия социалистический мусор выбирать труп художественный.,2025-05-24 17:35:01.622042
1841,37,5332,18.00,2025-04-08 11:50:36,Вариант школьный деньги лиловый тревога куча.,2025-05-24 17:35:01.622042
1842,37,7796,15.23,2025-02-27 06:54:08,Спасть сверкать умолять близко господь зеленый.,2025-05-24 17:35:01.622042
1843,37,9426,66.62,2025-04-13 12:42:13,Да означать спешить угроза непривычный одиннадцать механический.,2025-05-24 17:35:01.622042
1844,37,9932,18.90,2025-03-27 00:48:13,Рота уничтожение разнообразный ленинград ломать.,2025-05-24 17:35:01.622042
1845,37,2983,74.58,2025-01-11 17:37:41,Уточнить торопливый цвет дружно миг.,2025-05-24 17:35:01.622042
1846,37,3357,43.35,2025-01-11 06:15:35,Сомнительный желание тревога важный умирать постоянный.,2025-05-24 17:35:01.622042
1847,37,6187,54.02,2025-01-12 01:27:29,Умирать хлеб чем помолчать.,2025-05-24 17:35:01.622042
1848,37,2891,79.46,2025-04-15 15:55:41,Решетка спасть вряд.,2025-05-24 17:35:01.622042
1849,37,6897,80.00,2025-03-20 08:41:27,Мимо палата болото означать жестокий разнообразный угол.,2025-05-24 17:35:01.622042
1850,37,8147,55.88,2025-05-03 15:59:58,Слишком торговля танцевать дрогнуть.,2025-05-24 17:35:01.622042
1851,38,2983,92.83,2025-03-30 15:27:37,Грудь аж райком песня правильный через.,2025-05-24 17:35:01.622042
1852,38,2321,17.00,2025-03-16 17:30:57,Достоинство поговорить командир угроза страсть очередной.,2025-05-24 17:35:01.622042
1853,38,2537,52.17,2025-05-09 03:17:09,Деловой песенка провинция важный за неожиданный оставить.,2025-05-24 17:35:01.622042
1854,38,1039,30.70,2025-02-02 08:42:10,Пространство материя совещание дрогнуть сверкать достоинство возбуждение.,2025-05-24 17:35:01.622042
1855,38,8202,87.69,2025-02-20 19:48:35,Печатать мера приятель запретить темнеть салон юный необычный.,2025-05-24 17:35:01.622042
1856,38,7298,50.58,2025-01-12 23:31:31,Деньги запеть вряд смертельный крыса.,2025-05-24 17:35:01.622042
1857,38,9717,99.86,2025-04-02 06:08:28,Ломать около сверкающий результат издали мелькнуть смелый соответствие.,2025-05-24 17:35:01.622042
1858,38,7209,68.05,2025-04-24 16:14:06,Кпсс кожа проход трубка.,2025-05-24 17:35:01.622042
1859,38,9513,47.49,2025-02-05 07:24:47,Мягкий теория инфекция банда предоставить.,2025-05-24 17:35:01.622042
1860,38,7865,16.01,2025-03-17 19:44:22,Приходить сохранять соответствие.,2025-05-24 17:35:01.622042
1861,38,3502,82.55,2025-04-20 22:30:04,Вчера манера необычный ночь вперед.,2025-05-24 17:35:01.622042
1862,38,8436,33.34,2025-03-04 21:07:55,Выражение отражение порода труп поговорить призыв изображать.,2025-05-24 17:35:01.622042
1863,38,8320,25.04,2025-04-21 22:34:10,Сустав идея подробность пропаганда прошептать поймать.,2025-05-24 17:35:01.622042
1864,38,3749,0.28,2025-05-22 01:48:26,Хотеть рай рота приятель слишком вытаскивать.,2025-05-24 17:35:01.622042
1865,38,3827,29.77,2025-04-30 08:37:32,Командир ночь порт невыносимый покинуть тяжелый носок.,2025-05-24 17:35:01.622042
1866,38,9923,81.03,2025-03-02 04:49:35,Выражаться холодно блин господь.,2025-05-24 17:35:01.622042
1867,38,2678,76.87,2025-04-12 14:04:32,Дальний реклама волк боец правильный место выдержать ответить.,2025-05-24 17:35:01.622042
1868,38,5666,65.93,2025-06-09 04:24:27,Правый падать разнообразный гулять материя исследование рай.,2025-05-24 17:35:01.622042
1869,38,5651,37.77,2025-03-09 21:57:30,Жидкий привлекать плясать желание запретить витрина.,2025-05-24 17:35:01.622042
1870,38,3783,9.49,2025-01-17 12:48:22,Счастье заложить сомнительный выражаться.,2025-05-24 17:35:01.622042
1871,38,3132,17.35,2025-02-26 20:54:06,Избегать изображать уточнить заведение ныне.,2025-05-24 17:35:01.622042
1872,38,345,54.03,2025-01-16 16:52:06,Домашний цепочка освободить эффект.,2025-05-24 17:35:01.622042
1873,38,6739,64.58,2025-02-03 05:57:25,Поздравлять пересечь крутой слишком военный цвет мелочь.,2025-05-24 17:35:01.622042
1874,38,5503,92.09,2025-05-06 19:32:00,Монета коммунизм затянуться мягкий полевой бак.,2025-05-24 17:35:01.622042
1875,38,5794,98.54,2025-02-15 00:24:05,Набор полевой механический пол.,2025-05-24 17:35:01.622042
1876,38,1742,12.92,2025-05-20 02:42:06,Слишком число совещание.,2025-05-24 17:35:01.622042
1877,38,3695,39.25,2025-04-05 22:13:46,Трубка тюрьма угодный.,2025-05-24 17:35:01.622042
1878,38,6897,21.27,2025-03-28 11:29:34,Коробка невозможно решение освободить.,2025-05-24 17:35:01.622042
1879,38,8826,50.74,2025-01-16 17:18:32,Боец рот соответствие гулять появление дрогнуть.,2025-05-24 17:35:01.622042
1880,38,3972,55.45,2025-06-15 10:39:40,Важный степь ход покидать отъезд да решение.,2025-05-24 17:35:01.622042
1881,38,6806,31.99,2025-06-02 23:37:18,Пропаганда зачем руководитель пища.,2025-05-24 17:35:01.622042
1882,38,5395,68.76,2025-03-17 19:07:57,Грудь сутки мера остановить рот коричневый строительство.,2025-05-24 17:35:01.622042
1883,38,2566,0.31,2025-06-15 00:22:14,Развернуться жить космос исследование развернуться счастье важный сверкающий.,2025-05-24 17:35:01.622042
1884,38,1822,78.87,2025-04-12 14:47:54,Сустав через желание изба палка.,2025-05-24 17:35:01.622042
1885,38,2608,88.81,2025-01-09 11:57:28,Дошлый уронить идея пропадать дошлый спорт.,2025-05-24 17:35:01.622042
1886,38,520,67.30,2025-06-02 10:10:02,Плавно сустав выражаться нож реклама.,2025-05-24 17:35:01.622042
1887,38,3598,86.00,2025-01-22 12:26:21,Наступать нервно потрясти результат.,2025-05-24 17:35:01.622042
1888,38,7347,7.22,2025-02-28 04:11:59,Обида валюта умирать через стакан слишком.,2025-05-24 17:35:01.622042
1889,38,4253,40.34,2025-02-11 12:30:59,Упор миф коричневый строительство аж.,2025-05-24 17:35:01.622042
1890,38,3165,14.11,2025-01-29 19:02:52,Хотеть следовательно палата что заложить порог.,2025-05-24 17:35:01.622042
1891,38,9485,50.07,2025-05-04 09:58:39,Сутки заведение господь вчера набор подземный порядок.,2025-05-24 17:35:01.622042
1892,38,9902,88.85,2025-02-19 06:13:49,Изба выгнать редактор сравнение.,2025-05-24 17:35:01.622042
1893,38,7311,58.83,2025-03-08 19:50:35,Дорогой инвалид товар носок аллея выразить мгновение выкинуть.,2025-05-24 17:35:01.622042
