grade_id,student_id,course_id,grade,grade_date,exam_type
1139,9119,16,4.9,2024-12-30,курсовая
1140,2525,9,2.2,2024-11-22,экзамен
1141,1741,12,3.7,2024-09-27,курсовая
1142,6658,38,2.9,2024-09-18,экзамен
1143,3217,35,3.2,2025-03-01,зачет
1144,1488,2,2.7,2024-09-04,зачет
1145,4318,10,2.8,2025-06-25,экзамен
1146,5829,15,2.9,2024-11-09,зачет
1147,1422,23,4.9,2024-10-08,экзамен
1148,3471,18,3.1,2025-01-16,зачет
1149,1253,14,4.4,2024-12-04,зачет
1150,5108,21,3.9,2025-05-24,курсовая
1151,5893,43,3.2,2025-02-01,курсовая
1152,3253,10,4.1,2025-01-06,экзамен
1153,6430,23,2.7,2025-05-04,экзамен
1154,6868,16,2.9,2024-12-13,курсовая
1155,6684,19,2.1,2024-10-14,зачет
1156,7448,31,2.8,2025-04-10,зачет
1157,5333,23,2.0,2025-06-10,курсовая
1158,9417,28,3.2,2025-06-24,экзамен
1159,3885,45,2.8,2024-12-31,зачет
1160,340,4,4.0,2024-12-18,зачет
1161,7100,19,4.3,2025-06-28,курсовая
1162,7978,24,3.5,2024-09-24,зачет
1163,1647,42,2.8,2025-06-23,экзамен
1164,5228,1,2.4,2024-11-26,зачет
1165,4656,9,4.8,2024-09-17,курсовая
1166,4646,33,2.2,2025-05-04,курсовая
1167,5321,6,3.0,2025-02-13,экзамен
1168,428,13,2.1,2025-01-13,курсовая
1169,4484,41,4.9,2025-02-08,экзамен
1170,1263,46,2.8,2025-05-13,курсовая
1171,6389,42,3.8,2024-10-08,экзамен
1172,4333,6,4.2,2024-12-10,курсовая
1173,6135,24,4.3,2025-06-24,экзамен
1174,3442,16,4.8,2024-11-08,экзамен
1175,1420,45,2.1,2024-09-30,экзамен
1176,9717,3,4.6,2025-03-23,экзамен
1177,7146,32,4.9,2024-11-25,зачет
1178,3959,37,2.8,2024-09-06,курсовая
1179,7856,17,2.1,2024-10-17,курсовая
1180,9308,1,3.7,2025-06-29,экзамен
1181,2671,47,2.1,2024-09-04,курсовая
1182,827,16,2.3,2025-01-27,курсовая
1183,6450,6,2.7,2025-01-01,экзамен
1184,2563,45,2.7,2025-05-19,курсовая
1185,6550,12,3.0,2024-09-01,экзамен
1186,3707,46,4.6,2024-09-10,экзамен
1187,7138,34,3.5,2024-11-08,зачет
1188,2014,43,4.9,2024-11-16,экзамен
1189,2873,3,2.9,2024-12-03,курсовая
1190,1801,28,3.5,2025-03-01,экзамен
1191,3565,18,4.7,2025-04-09,экзамен
1192,7112,12,4.6,2024-12-31,экзамен
1193,8828,37,3.5,2025-01-19,экзамен
1194,2885,45,3.1,2024-11-01,зачет
1195,6907,20,3.7,2025-06-26,зачет
1196,8213,33,3.2,2025-03-23,зачет
1197,9536,21,2.0,2025-06-29,зачет
1198,1415,2,3.4,2025-02-15,экзамен
1199,2518,30,2.7,2025-01-28,экзамен
1200,2069,48,4.2,2025-05-03,экзамен
1201,6095,32,2.2,2024-11-02,экзамен
1202,6304,31,3.1,2025-04-09,экзамен
1203,2857,24,4.3,2025-04-19,курсовая
1204,7685,44,2.4,2025-01-18,курсовая
1205,5252,29,4.1,2024-09-25,зачет
1206,388,31,4.2,2025-03-31,зачет
1207,475,25,2.8,2024-12-24,курсовая
1208,4496,10,4.0,2024-11-26,зачет
1209,1490,41,3.7,2024-09-26,зачет
1210,8826,8,3.8,2024-09-02,курсовая
1211,2933,22,3.6,2025-04-22,экзамен
1212,2156,25,2.9,2024-09-14,зачет
1213,9068,16,4.4,2024-11-01,экзамен
1214,1608,29,2.6,2025-03-04,зачет
1215,2183,44,3.5,2024-10-06,курсовая
1216,3566,17,3.3,2025-05-26,курсовая
1217,4813,25,4.6,2025-03-15,курсовая
1218,7326,40,2.4,2025-04-24,экзамен
1219,2738,17,4.7,2024-09-05,экзамен
1220,2321,9,2.5,2024-10-09,зачет
1221,7206,6,3.4,2025-05-24,экзамен
1222,3610,40,3.5,2025-05-12,зачет
1223,1317,16,3.0,2025-04-07,экзамен
1224,1731,38,3.0,2024-12-11,зачет
1225,2290,2,4.3,2025-03-26,курсовая
1226,8974,19,3.4,2025-03-25,зачет
1227,114,17,2.8,2024-10-12,зачет
1228,4784,48,2.3,2024-11-13,курсовая
1229,7054,3,2.6,2025-04-02,зачет
1230,4540,48,2.0,2025-01-07,экзамен
1231,7648,33,2.9,2025-06-14,курсовая
1232,572,16,4.1,2024-11-17,зачет
1233,3089,37,2.7,2025-06-20,зачет
1234,9644,16,3.9,2024-11-15,экзамен
1235,4528,21,4.5,2025-04-14,зачет
1236,8918,28,2.8,2024-10-04,экзамен
1237,6319,43,3.7,2025-06-06,экзамен
1238,9809,19,3.0,2024-12-12,зачет
1239,81,19,4.0,2025-02-01,курсовая
1240,7496,49,3.0,2024-12-11,зачет
1241,4456,29,2.4,2024-10-18,зачет
1242,9011,19,4.2,2025-05-02,экзамен
1243,7515,48,4.7,2025-01-04,экзамен
1244,7048,4,3.0,2024-09-10,экзамен
1245,8,21,4.1,2025-01-27,экзамен
1246,2934,34,2.1,2025-04-09,экзамен
1247,3286,3,4.5,2024-10-08,курсовая
1248,7404,13,2.8,2024-11-23,экзамен
1249,7906,41,2.8,2025-01-24,экзамен
1250,4215,17,4.9,2024-10-25,курсовая
1251,7154,32,3.0,2024-09-29,экзамен
1252,8610,38,4.9,2025-04-26,курсовая
1253,3991,44,3.0,2025-04-23,экзамен
1254,7066,43,2.4,2024-09-28,курсовая
1255,866,20,4.6,2025-04-03,курсовая
1256,8460,30,2.1,2025-05-30,экзамен
1257,7881,20,3.5,2024-11-28,курсовая
1258,65,47,3.5,2024-11-15,курсовая
1259,3087,38,5.0,2024-09-15,экзамен
1260,9664,41,3.1,2025-01-31,экзамен
1261,1923,20,3.9,2025-05-18,экзамен
1262,9922,20,4.3,2025-04-07,зачет
1263,3293,4,3.0,2025-02-05,курсовая
1264,4369,34,3.7,2025-04-27,зачет
1265,3562,3,4.2,2025-05-06,экзамен
1266,8146,45,2.4,2025-02-09,курсовая
1267,2851,19,2.3,2024-12-03,зачет
1268,268,23,4.7,2025-03-23,курсовая
1269,2879,5,3.8,2024-09-29,зачет
1270,2285,39,4.5,2024-12-16,зачет
1271,9524,33,4.5,2025-01-24,курсовая
1272,8719,1,3.0,2025-06-29,экзамен
1273,4221,24,2.5,2025-01-30,экзамен
1274,577,21,2.5,2025-01-03,экзамен
1275,2891,8,2.1,2025-06-01,зачет
1276,66,14,3.4,2025-03-19,курсовая
1277,549,35,2.7,2024-11-08,экзамен
1278,8862,32,3.5,2024-11-15,экзамен
1279,5863,46,4.7,2025-04-05,экзамен
1280,8983,29,2.4,2024-12-08,зачет
1281,6424,4,3.5,2024-12-31,экзамен
1282,9324,16,3.1,2024-10-19,курсовая
1283,9596,12,4.9,2024-10-09,экзамен
1284,841,27,3.0,2025-02-02,курсовая
1285,6036,21,4.3,2024-10-27,экзамен
1286,2367,4,4.6,2024-11-25,курсовая
1287,6949,34,4.9,2025-03-16,зачет
1288,373,13,3.8,2024-12-11,курсовая
1289,7625,14,2.9,2024-12-01,курсовая
1290,4736,1,2.3,2024-10-07,экзамен
1291,7374,16,3.1,2025-01-13,экзамен
1292,9711,30,2.7,2025-04-05,экзамен
1293,4996,38,4.2,2024-09-27,курсовая
1294,4182,14,2.4,2025-02-12,зачет
1295,5807,44,4.0,2024-10-22,курсовая
1296,372,48,2.4,2024-10-09,экзамен
1297,9594,5,3.5,2024-12-03,зачет
1298,8656,8,2.6,2025-02-19,курсовая
1299,3855,10,2.4,2024-09-20,курсовая
1300,9373,22,4.1,2024-09-03,курсовая
1301,8967,23,3.3,2024-12-21,курсовая
1302,8151,23,3.0,2025-04-18,экзамен
1303,3119,11,4.5,2025-01-30,курсовая
1304,5740,1,3.9,2025-02-04,курсовая
1305,9948,33,4.4,2024-10-28,зачет
1306,1361,9,2.9,2025-03-30,курсовая
1307,8263,9,2.1,2025-05-10,экзамен
1308,1459,13,4.4,2025-05-02,курсовая
1309,799,5,3.1,2024-10-04,экзамен
1310,3697,10,4.4,2025-04-16,зачет
1311,5900,20,2.4,2024-11-17,курсовая
1312,7833,15,2.6,2025-04-22,экзамен
1313,185,45,4.3,2025-04-08,зачет
1314,1433,49,3.0,2024-09-20,зачет
1315,9008,42,5.0,2024-10-17,курсовая
1316,7007,20,4.5,2025-06-08,экзамен
1317,1842,27,3.9,2024-10-05,курсовая
1318,3728,28,3.4,2025-06-01,курсовая
1319,6341,34,2.2,2024-09-09,экзамен
1320,5144,13,4.6,2024-11-18,экзамен
1321,1939,44,4.5,2025-05-30,экзамен
1322,5710,1,2.8,2025-02-09,курсовая
1323,1919,34,2.4,2025-02-17,курсовая
1324,6490,8,4.0,2024-11-28,зачет
1325,5669,47,3.4,2025-06-03,экзамен
1326,3918,4,4.0,2025-05-12,зачет
1327,7042,6,3.6,2024-10-12,зачет
1328,4704,20,2.3,2025-02-21,экзамен
1329,7516,23,2.1,2025-05-19,зачет
1330,9,5,2.3,2025-05-07,курсовая
1331,9060,29,4.7,2024-10-06,экзамен
1332,1790,9,4.7,2025-02-08,экзамен
1333,4181,1,2.5,2024-11-06,курсовая
1334,4629,24,2.7,2025-05-19,зачет
1335,6464,43,4.3,2025-02-15,зачет
1336,9463,2,2.9,2025-02-15,курсовая
1337,8531,37,3.9,2025-05-05,курсовая
1338,8331,37,3.9,2024-10-06,экзамен
1339,8095,29,4.0,2024-11-13,курсовая
1340,5566,43,2.2,2025-06-04,зачет
1341,1885,36,2.9,2024-12-08,зачет
1342,4000,32,3.7,2025-04-29,зачет
1343,681,22,4.7,2024-12-27,курсовая
1344,4555,33,3.8,2025-06-10,зачет
1345,4314,3,4.9,2025-05-07,курсовая
1346,3450,12,4.9,2025-05-06,экзамен
1347,4795,29,2.8,2025-03-05,курсовая
1348,8711,2,3.8,2025-02-27,экзамен
1349,1160,24,4.9,2024-11-25,экзамен
1350,6945,28,3.0,2024-09-22,курсовая
1351,8967,20,3.8,2025-02-19,экзамен
1352,3639,46,4.8,2024-09-23,экзамен
1353,3214,45,3.2,2024-10-07,экзамен
1354,9841,36,3.2,2025-01-30,экзамен
1355,6469,31,2.1,2025-04-13,зачет
1356,3990,35,2.1,2025-02-18,курсовая
1357,5859,36,3.0,2025-04-16,экзамен
1358,9571,33,2.1,2025-01-30,курсовая
1359,7168,45,2.1,2025-05-24,зачет
1360,1929,5,3.1,2025-03-25,экзамен
1361,1843,29,3.7,2025-01-08,экзамен
1362,7363,7,3.1,2025-02-12,курсовая
1363,1630,43,4.4,2025-01-30,экзамен
1364,5478,37,2.5,2025-03-23,курсовая
1365,438,29,3.1,2024-11-11,курсовая
1366,3620,25,3.5,2025-03-15,курсовая
1367,9645,27,3.1,2025-01-08,зачет
1368,6027,33,3.6,2024-09-12,курсовая
1369,9929,7,2.3,2024-11-18,экзамен
1370,6140,2,3.3,2025-04-03,курсовая
1371,5599,35,4.7,2025-01-18,зачет
1372,4140,24,4.8,2025-02-09,зачет
1373,8481,29,4.4,2024-11-02,экзамен
1374,6843,49,3.6,2025-01-13,курсовая
1375,2095,17,3.4,2025-04-24,экзамен
1376,9253,14,5.0,2024-09-11,зачет
1377,3999,46,2.2,2024-12-26,экзамен
1378,7744,4,3.9,2025-02-07,экзамен
1379,3676,42,3.5,2025-03-09,экзамен
1380,8715,25,3.4,2025-02-10,экзамен
1381,7050,36,2.7,2025-02-27,экзамен
1382,2927,4,3.0,2025-02-11,зачет
1383,8815,10,2.3,2025-02-26,курсовая
1384,1952,28,4.2,2025-03-04,экзамен
1385,7728,6,2.3,2025-01-19,зачет
1386,6115,19,3.6,2024-09-01,экзамен
1387,7501,2,4.6,2025-06-14,курсовая
1388,5252,28,2.8,2025-02-12,экзамен
1389,7807,31,4.3,2024-09-20,зачет
1390,336,28,2.8,2024-10-26,экзамен
1391,2338,14,3.8,2025-04-07,зачет
1392,6856,31,3.5,2025-02-20,зачет
1393,3107,16,2.8,2025-06-10,зачет
1394,5917,5,2.9,2025-01-24,курсовая
1395,7348,18,4.0,2025-06-18,курсовая
1396,5961,48,3.8,2025-06-23,экзамен
1397,1074,35,3.7,2025-06-15,зачет
1398,309,20,5.0,2025-01-31,экзамен
1399,4467,24,4.1,2024-12-19,экзамен
1400,9814,6,3.0,2025-05-20,экзамен
1401,5088,44,4.6,2024-09-15,зачет
1402,7040,25,3.9,2025-06-10,экзамен
1403,6317,18,4.5,2024-10-28,экзамен
1404,7012,14,2.7,2025-03-20,зачет
1405,7625,16,2.7,2025-06-12,курсовая
1406,9694,30,2.1,2025-02-20,курсовая
1407,6745,35,4.2,2025-05-12,зачет
1408,8083,39,4.1,2024-09-13,зачет
1409,4318,10,2.9,2025-01-21,курсовая
1410,243,23,2.3,2025-06-23,экзамен
1411,5398,12,3.8,2024-10-26,зачет
1412,8214,36,3.2,2024-09-05,экзамен
1413,5863,46,2.2,2025-02-15,курсовая
1414,2197,21,3.1,2025-02-06,зачет
1415,986,28,3.3,2024-10-24,зачет
1416,3934,11,2.7,2024-10-10,зачет
1417,713,20,4.4,2025-02-09,курсовая
1418,7019,11,3.5,2025-06-21,курсовая
1419,1712,1,2.4,2024-11-06,курсовая
1420,2462,38,2.4,2024-12-27,зачет
1421,6970,35,2.5,2025-03-28,зачет
1422,3846,17,2.5,2025-02-01,зачет
1423,6987,30,2.3,2024-10-18,экзамен
1424,7464,24,4.6,2025-05-19,экзамен
1425,5797,47,3.5,2024-12-04,зачет
1426,3431,46,4.4,2025-04-19,экзамен
1427,7236,12,2.6,2024-10-04,экзамен
1428,4384,15,4.5,2025-06-09,экзамен
1429,86,9,4.0,2025-04-04,экзамен
1430,9127,22,2.6,2025-01-15,экзамен
1431,2229,35,3.9,2025-05-26,курсовая
1432,969,1,2.5,2024-11-12,экзамен
1433,3755,21,2.8,2025-02-03,экзамен
1434,6678,40,4.2,2025-05-23,зачет
1435,295,46,2.3,2025-06-19,зачет
1436,6292,14,2.7,2024-12-27,экзамен
1437,1291,29,3.2,2025-05-27,зачет
1438,8434,22,3.0,2025-02-10,экзамен
1439,6909,48,4.9,2024-12-11,экзамен
1440,9212,22,3.0,2025-04-01,зачет
1441,1776,6,2.8,2025-01-11,курсовая
1442,3983,40,3.1,2025-06-03,экзамен
1443,9341,42,2.3,2025-06-27,экзамен
1444,2528,27,4.6,2025-05-11,курсовая
1445,9801,36,2.8,2025-06-01,зачет
1446,8654,43,4.3,2025-05-18,зачет
1447,6382,39,2.6,2025-04-10,зачет
1448,3520,12,2.1,2024-10-01,курсовая
1449,2229,35,2.3,2024-10-31,экзамен
1450,9154,41,4.3,2025-06-08,курсовая
1451,787,11,2.0,2024-10-20,зачет
1452,8506,4,4.6,2025-06-18,экзамен
1453,1392,33,4.5,2024-11-17,курсовая
1454,5642,33,3.5,2024-12-09,зачет
1455,1446,8,4.8,2025-04-25,экзамен
1456,6209,48,2.5,2025-02-14,экзамен
1457,9027,47,2.6,2025-01-08,курсовая
1458,3285,12,2.0,2025-06-18,зачет
1459,1301,37,3.7,2024-09-22,зачет
1460,1212,31,4.7,2025-03-05,курсовая
1461,4492,27,4.1,2024-12-10,курсовая
1462,6168,31,4.7,2025-04-30,зачет
1463,6510,14,4.3,2025-01-19,курсовая
1464,6359,17,3.0,2025-06-28,экзамен
1465,6852,27,4.5,2024-10-25,зачет
1466,1701,47,2.4,2024-10-18,зачет
1467,2288,32,2.7,2024-11-11,экзамен
1468,6186,32,4.9,2025-03-17,курсовая
1469,4533,28,3.9,2025-02-15,экзамен
1470,7420,13,3.1,2024-09-04,зачет
1471,2925,41,5.0,2025-06-24,экзамен
1472,805,43,2.6,2024-11-17,экзамен
1473,3010,27,2.7,2024-10-08,экзамен
1474,7505,13,3.2,2025-05-08,экзамен
1475,6473,37,2.7,2025-04-22,зачет
1476,3661,36,4.2,2025-06-07,курсовая
1477,6004,36,4.4,2024-11-21,экзамен
1478,7532,18,4.2,2025-06-28,курсовая
1479,1101,37,2.2,2024-09-21,экзамен
1480,2237,45,2.5,2024-09-18,курсовая
1481,142,47,4.8,2025-01-31,курсовая
1482,9632,1,4.2,2025-05-08,экзамен
1483,7021,7,3.3,2025-02-16,зачет
1484,4316,12,2.1,2024-10-10,экзамен
1485,1958,38,4.3,2025-06-21,курсовая
1486,8295,49,4.6,2025-05-03,курсовая
1487,4138,40,2.1,2025-06-09,экзамен
1488,670,35,4.6,2025-05-06,курсовая
1489,531,14,4.3,2025-04-07,курсовая
1490,6571,31,2.1,2025-04-08,экзамен
1491,5588,10,3.9,2025-02-17,экзамен
1492,794,48,3.8,2024-10-05,зачет
1493,6494,18,3.6,2025-01-25,зачет
1494,6695,2,3.0,2025-04-28,курсовая
1495,357,21,3.6,2025-04-12,экзамен
1496,9981,6,2.6,2025-05-07,зачет
1497,3069,34,3.4,2024-09-12,экзамен
1498,8789,30,4.5,2024-09-21,экзамен
1499,3091,7,3.8,2024-09-28,курсовая
1500,2826,48,4.4,2024-09-10,зачет
1501,4525,13,3.6,2025-04-22,курсовая
1502,390,22,4.3,2024-10-24,зачет
1503,6828,11,4.5,2025-04-12,курсовая
1504,7257,23,3.4,2024-11-24,зачет
1505,6678,32,2.9,2024-11-02,зачет
1506,9518,6,4.9,2025-06-26,зачет
1507,2780,31,3.7,2025-02-19,курсовая
1508,4309,31,2.7,2025-04-03,зачет
1509,1220,33,4.6,2024-12-24,экзамен
1510,4992,43,4.1,2024-12-04,зачет
1511,4367,35,2.8,2025-06-09,зачет
1512,1104,21,3.2,2025-01-13,экзамен
1513,8473,9,4.0,2025-06-20,зачет
1514,7754,27,4.0,2024-12-01,курсовая
1515,2024,13,2.5,2024-10-25,курсовая
1516,2755,38,3.9,2025-02-08,экзамен
1517,4498,3,2.8,2024-09-28,курсовая
1518,9534,45,2.8,2024-09-29,зачет
1519,5113,49,2.9,2024-12-11,курсовая
1520,5998,14,3.2,2025-02-12,курсовая
1521,5240,32,4.9,2024-11-23,зачет
1522,1338,15,2.8,2025-03-29,курсовая
1523,1982,24,3.1,2024-11-19,курсовая
1524,2371,46,4.2,2024-09-11,курсовая
1525,1549,24,2.4,2024-09-08,зачет
1526,941,29,2.2,2024-12-29,зачет
1527,3420,23,2.3,2024-09-06,курсовая
1528,3942,7,2.4,2024-12-08,курсовая
1529,6736,43,4.0,2025-01-25,зачет
1530,1929,4,2.6,2024-10-21,экзамен
1531,5943,5,2.8,2025-05-01,зачет
1532,2477,27,4.2,2024-12-12,зачет
1533,1864,34,3.3,2024-12-24,экзамен
1534,175,33,4.4,2025-01-09,зачет
1535,7360,29,4.6,2025-05-10,курсовая
1536,3671,8,4.8,2025-06-19,экзамен
1537,7689,40,2.1,2024-11-05,курсовая
1538,3596,36,3.2,2024-09-22,зачет
1539,6619,7,2.2,2024-12-11,экзамен
1540,7961,10,4.9,2025-02-20,зачет
1541,3568,48,2.3,2024-11-13,курсовая
1542,1440,15,4.3,2024-12-12,курсовая
1543,9695,18,3.6,2025-02-06,экзамен
1544,2671,42,4.8,2025-04-07,курсовая
1545,9374,30,3.5,2025-02-27,экзамен
1546,3551,42,3.0,2025-02-05,курсовая
1547,7382,15,3.9,2025-04-10,экзамен
1548,5132,30,3.9,2025-01-25,курсовая
1549,5410,5,2.0,2025-03-24,зачет
1550,619,33,3.5,2024-12-21,зачет
1551,5833,22,4.1,2025-03-13,экзамен
1552,4479,37,2.4,2025-01-15,зачет
1553,8360,35,3.2,2024-12-27,зачет
1554,6793,12,2.2,2025-05-08,экзамен
1555,6574,43,4.0,2024-12-11,экзамен
1556,2998,20,2.7,2024-10-04,зачет
1557,8411,6,4.9,2025-04-09,экзамен
1558,5160,19,4.6,2025-05-31,зачет
1559,6832,3,2.2,2025-02-05,зачет
1560,4534,7,3.8,2025-02-17,курсовая
1561,5788,39,4.0,2024-11-18,экзамен
1562,4373,35,4.2,2025-02-13,зачет
1563,4111,32,2.8,2025-01-21,курсовая
1564,5447,7,3.0,2024-11-25,зачет
1565,2106,17,2.4,2025-06-24,курсовая
1566,1225,39,4.9,2025-04-02,курсовая
1567,8657,34,4.9,2025-03-21,курсовая
1568,5010,14,2.3,2024-09-19,курсовая
1569,1320,38,4.9,2024-11-20,экзамен
1570,6032,21,2.7,2024-12-11,курсовая
1571,9183,18,3.6,2024-12-10,курсовая
1572,3941,33,5.0,2025-03-11,экзамен
1573,2572,7,4.8,2025-04-02,курсовая
1574,2564,41,2.1,2024-09-02,курсовая
1575,5225,34,4.4,2024-12-31,экзамен
1576,7098,4,4.7,2025-06-12,зачет
1577,9899,3,2.1,2025-02-18,зачет
1578,6747,19,2.6,2025-04-25,курсовая
1579,9070,14,3.7,2025-06-15,экзамен
1580,6381,4,3.2,2024-12-08,курсовая
1581,4899,37,4.1,2024-11-05,экзамен
1582,315,14,2.0,2025-02-13,курсовая
1583,3734,1,4.1,2025-01-21,зачет
1584,4968,6,4.0,2024-11-11,курсовая
1585,3134,36,4.0,2025-03-19,зачет
1586,9989,49,3.8,2024-11-05,зачет
1587,1504,16,3.1,2024-09-29,экзамен
1588,3190,43,2.4,2025-02-14,экзамен
1589,5711,46,2.8,2025-03-16,экзамен
1590,3348,9,4.2,2024-09-10,зачет
1591,6519,46,3.7,2024-12-08,зачет
1592,7750,12,3.3,2025-03-26,экзамен
1593,5515,2,2.9,2025-01-06,зачет
1594,399,40,3.9,2025-02-23,экзамен
1595,2968,44,2.4,2025-04-19,экзамен
1596,326,14,3.1,2025-03-29,зачет
1597,3823,22,2.3,2024-09-11,экзамен
1598,9146,1,4.6,2024-11-17,зачет
1599,5943,11,2.0,2024-12-03,зачет
1600,6501,47,2.9,2025-05-12,курсовая
1601,6199,26,3.1,2024-11-15,экзамен
1602,8686,10,4.2,2025-01-08,экзамен
1603,915,31,2.5,2025-05-31,зачет
1604,9296,12,2.8,2024-09-16,курсовая
1605,9627,46,2.6,2025-06-23,курсовая
1606,9655,13,4.4,2024-09-03,экзамен
1607,8831,18,4.9,2025-06-18,курсовая
1608,6785,31,3.5,2024-10-07,зачет
1609,8768,45,2.3,2024-11-14,экзамен
1610,6687,35,4.0,2024-11-05,курсовая
1611,3036,14,3.0,2025-02-26,курсовая
1612,5260,37,2.6,2024-12-31,курсовая
1613,5296,4,4.0,2024-12-07,экзамен
1614,7073,45,4.8,2024-12-09,экзамен
1615,1592,35,4.5,2024-12-02,зачет
1616,3931,27,3.3,2025-04-08,курсовая
1617,7685,47,2.5,2024-11-25,курсовая
1618,4391,11,2.4,2025-06-06,курсовая
1619,3099,42,3.9,2024-09-13,курсовая
1620,75,16,3.7,2024-11-23,зачет
1621,3819,45,4.7,2025-03-30,курсовая
1622,7878,13,3.7,2024-09-01,курсовая
1623,1385,44,4.8,2025-06-03,экзамен
1624,8446,18,3.8,2024-12-02,зачет
1625,5880,3,2.1,2025-03-19,курсовая
1626,6047,4,2.5,2025-04-10,зачет
1627,4997,24,4.3,2024-09-18,курсовая
1628,8685,14,3.9,2025-02-21,зачет
1629,5221,44,4.3,2024-11-12,экзамен
1630,8306,7,2.8,2024-11-30,экзамен
1631,8513,16,3.4,2025-02-28,курсовая
1632,9603,1,4.5,2024-11-20,зачет
1633,6696,43,3.8,2025-04-03,курсовая
1634,2704,40,3.8,2024-10-24,экзамен
1635,3367,17,3.9,2024-12-12,зачет
1636,9698,44,3.9,2025-03-19,экзамен
1637,6665,2,3.6,2025-06-15,курсовая
1638,235,38,4.1,2024-12-29,зачет
1639,6747,15,2.7,2025-02-01,курсовая
1640,196,6,4.1,2024-12-20,курсовая
1641,9689,45,3.4,2024-10-15,зачет
1642,9967,44,2.9,2024-10-10,экзамен
1643,5300,1,5.0,2025-06-14,курсовая
1644,9603,3,4.3,2025-05-22,экзамен
1645,8336,12,2.4,2024-12-14,зачет
1646,6406,38,4.5,2025-03-04,зачет
1647,7625,14,2.3,2025-02-28,зачет
1648,5678,14,4.3,2024-09-05,экзамен
1649,4723,42,4.2,2025-06-06,зачет
1650,7353,43,3.0,2025-06-18,курсовая
1651,6982,10,4.1,2025-05-26,экзамен
1652,1683,40,2.9,2024-12-01,зачет
1653,6651,16,4.0,2024-12-19,экзамен
1654,1903,46,4.9,2025-04-07,экзамен
1655,8596,22,3.8,2025-02-28,зачет
1656,6275,29,2.9,2025-01-25,экзамен
1657,8228,18,3.3,2024-09-20,экзамен
1658,8217,9,3.5,2024-12-13,зачет
1659,2768,8,3.2,2024-12-05,зачет
1660,4181,1,4.2,2024-10-15,зачет
1661,5452,10,2.0,2025-02-04,экзамен
1662,1364,7,2.5,2024-10-28,экзамен
1663,9233,2,2.6,2024-09-12,курсовая
1664,1968,2,3.7,2025-03-29,зачет
1665,1127,5,2.2,2024-10-28,зачет
1666,1409,29,4.2,2024-10-10,экзамен
1667,768,33,3.9,2025-03-16,экзамен
1668,5167,28,2.8,2024-12-26,зачет
1669,9289,17,5.0,2025-03-06,экзамен
1670,7898,30,3.3,2025-02-28,курсовая
1671,9829,32,4.7,2024-11-27,зачет
1672,3189,27,2.2,2024-11-27,курсовая
1673,1128,45,2.8,2025-06-19,экзамен
1674,8943,26,2.8,2025-04-29,экзамен
1675,7940,2,2.0,2024-12-06,курсовая
1676,433,19,3.5,2024-12-30,курсовая
1677,9755,15,3.4,2025-01-09,экзамен
1678,6121,7,2.8,2025-02-25,зачет
1679,3249,31,4.1,2024-12-09,зачет
1680,4643,34,4.0,2024-09-07,экзамен
1681,7704,1,4.8,2025-01-14,экзамен
1682,6487,26,4.6,2025-06-06,курсовая
1683,5353,19,2.9,2025-05-03,курсовая
1684,6776,23,3.8,2024-09-08,зачет
1685,2211,6,3.5,2025-02-20,экзамен
1686,2950,40,3.4,2025-01-31,курсовая
1687,2208,7,4.1,2025-02-20,экзамен
1688,8694,43,3.3,2024-11-19,курсовая
1689,6842,48,2.7,2024-11-23,курсовая
1690,5119,42,2.8,2024-10-19,курсовая
1691,3878,5,3.3,2025-02-22,курсовая
1692,6071,18,3.6,2025-03-23,экзамен
1693,9481,36,2.1,2025-04-20,курсовая
1694,3395,32,4.2,2025-02-27,курсовая
1695,5415,4,4.1,2024-09-18,зачет
1696,9951,37,2.1,2025-01-28,курсовая
1697,2328,31,2.9,2025-05-11,курсовая
1698,23,1,3.4,2024-09-09,экзамен
1699,3375,10,4.1,2025-04-26,зачет
1700,6387,27,4.9,2024-10-10,курсовая
1701,4660,22,4.7,2025-06-29,курсовая
1702,1814,4,4.6,2025-06-29,курсовая
1703,4964,49,3.8,2025-05-20,зачет
1704,4458,39,3.4,2025-03-02,зачет
1705,1366,25,2.7,2024-09-09,зачет
1706,8160,44,3.8,2025-03-23,курсовая
1707,6701,28,2.1,2024-11-28,курсовая
1708,7183,39,4.7,2024-09-13,экзамен
1709,2169,15,4.1,2025-02-16,экзамен
1710,2467,4,4.9,2025-01-18,экзамен
1711,276,33,4.0,2025-01-26,экзамен
1712,2920,2,3.4,2025-01-05,курсовая
1713,140,40,3.9,2025-03-09,зачет
1714,9155,30,3.9,2025-01-16,экзамен
1715,7023,29,3.9,2024-11-02,зачет
1716,3412,40,3.8,2025-01-20,экзамен
1717,2518,28,4.9,2025-02-22,экзамен
1718,2031,23,3.5,2025-03-20,экзамен
1719,1722,27,3.9,2024-12-29,зачет
1720,3448,7,4.5,2024-11-26,зачет
1721,3659,12,4.2,2025-05-28,экзамен
1722,2520,11,2.5,2024-12-31,экзамен
1723,2418,37,2.9,2025-06-13,экзамен
1724,2323,13,2.2,2025-04-17,зачет
1725,6564,42,3.5,2025-01-15,экзамен
1726,1358,16,4.3,2024-09-09,зачет
1727,9741,22,3.8,2024-12-23,курсовая
1728,8982,38,2.5,2024-12-10,курсовая
1729,2769,46,4.1,2025-05-13,экзамен
1730,3226,49,2.5,2024-12-16,экзамен
