attendance_id,student_id,schedule_id,status,attendance_date,check_time,notes
15966,3939,1445,2025-06-30,absent,,
15967,8477,1445,2025-06-30,present,23:09:12,
15968,4669,1445,2025-06-30,late,6:54:49,
15969,885,1445,2025-06-30,present,3:01:31,
15970,8101,1445,2025-06-30,present,3:04:46,
15971,1569,1445,2025-06-30,present,22:30:52,
15972,2913,1445,2025-06-30,absent,,
15973,519,1445,2025-06-30,present,14:09:22,
15974,400,1445,2025-06-30,present,14:11:08,
15975,6293,1445,2025-06-30,present,18:59:18,
15976,7856,1445,2025-06-30,present,1:56:07,
15977,2272,1445,2025-06-30,present,0:03:58,
15978,3921,1445,2025-06-30,present,21:06:28,
15979,3073,1445,2025-06-30,present,1:58:44,
15980,812,1445,2025-06-30,present,14:50:17,
15981,1960,1445,2025-06-30,present,7:11:56,
15982,7748,1445,2025-06-30,present,6:06:16,
15983,9336,1445,2025-06-30,present,19:00:20,
15984,6627,1445,2025-06-30,absent,,
15985,1575,1445,2025-06-30,present,8:49:56,
15986,3553,1445,2025-06-30,present,15:45:11,
15987,5924,1445,2025-06-30,excused,,Близко провинция пол девка аллея.
15988,331,1445,2025-06-30,present,20:33:10,
15989,1459,1445,2025-06-30,present,14:46:29,
15990,6602,1445,2025-06-30,present,19:28:03,
15991,5909,1482,2024-11-26,present,4:23:17,
15992,7404,1482,2024-11-26,excused,,Набор спорт сынок покинуть.
15993,6210,1482,2024-11-26,present,6:33:29,
15994,2272,1482,2024-11-26,present,16:30:23,
15995,3220,1482,2024-11-26,present,22:08:33,
15996,5414,1482,2024-11-26,present,5:30:13,
15997,6602,1482,2024-11-26,absent,,
15998,1960,1482,2024-11-26,present,23:23:24,
15999,4230,1482,2024-11-26,excused,,Эпоха мимо термин развитый.
16000,4376,1482,2024-11-26,present,7:38:09,
16001,5144,1482,2024-11-26,present,0:04:18,
16002,4204,1482,2024-11-26,present,0:58:50,
16003,1335,1482,2024-11-26,late,8:31:48,
16004,7850,1482,2024-11-26,present,9:34:10,
16005,428,1482,2024-11-26,excused,,Приходить опасность сбросить.
16006,6523,1482,2024-11-26,absent,,
16007,506,1482,2024-11-26,present,8:49:51,
16008,8847,1482,2024-11-26,present,17:14:35,
16009,127,1482,2024-11-26,present,12:55:23,
16010,9122,1482,2024-11-26,present,3:31:18,
16011,3688,1482,2024-11-26,present,5:42:01,
16012,2170,1482,2024-11-26,present,11:40:10,
16013,6928,1482,2024-11-26,present,17:54:27,
16014,3939,1482,2024-11-26,absent,,
16015,8603,1482,2024-11-26,present,14:15:43,
16016,2797,1482,2024-11-26,present,7:58:35,
16017,2858,1482,2024-11-26,present,15:38:40,
16018,3509,1482,2024-11-26,present,22:07:49,
16019,5441,1482,2024-11-26,present,13:07:37,
16020,4807,1482,2024-11-26,present,22:28:01,
16021,7404,1579,2024-10-28,present,22:12:48,
16022,6523,1579,2024-10-28,present,7:20:17,
16023,7808,1579,2024-10-28,absent,,
16024,3398,1579,2024-10-28,present,12:35:47,
16025,5502,1579,2024-10-28,present,21:24:01,
16026,3555,1579,2024-10-28,present,18:23:42,
16027,8798,1579,2024-10-28,present,13:20:56,
16028,8040,1579,2024-10-28,present,21:39:16,
16029,6124,1579,2024-10-28,present,1:25:04,
16030,3194,1579,2024-10-28,present,23:48:05,
16031,8825,1579,2024-10-28,present,10:50:44,
16032,3849,1579,2024-10-28,present,21:39:45,
16033,7725,1579,2024-10-28,present,15:21:53,
16034,5708,1579,2024-10-28,present,16:52:34,
16035,4525,1579,2024-10-28,present,10:53:43,
16036,905,1579,2024-10-28,present,10:49:15,
16037,9655,1579,2024-10-28,present,3:07:13,
16038,6446,1579,2024-10-28,present,12:37:42,
16039,5856,1579,2024-10-28,present,19:42:36,
16040,1569,1579,2024-10-28,present,23:58:43,
16041,2323,1579,2024-10-28,present,3:16:16,
16042,4204,1579,2024-10-28,present,14:58:37,
16043,6963,1579,2024-10-28,present,20:35:21,
16044,3330,1579,2024-10-28,absent,,
16045,2272,1579,2024-10-28,present,8:26:39,
16046,9455,1579,2024-10-28,present,15:24:19,
16047,4230,1579,2024-10-28,present,16:57:53,
16048,7984,1579,2024-10-28,excused,,Природа крутой пастух миг ботинок.
16049,7748,1579,2024-10-28,present,23:39:00,
16050,5441,1579,2024-10-28,present,10:43:30,
16051,3688,1608,2024-09-24,present,11:36:22,
16052,8718,1608,2024-09-24,present,2:37:46,
16053,5737,1608,2024-09-24,absent,,
16054,8064,1608,2024-09-24,present,13:42:42,
16055,7941,1608,2024-09-24,present,22:40:33,
16056,3796,1608,2024-09-24,excused,,Слать налоговый выкинуть сопровождаться слишком.
16057,6081,1608,2024-09-24,absent,,
16058,2170,1608,2024-09-24,excused,,Протягивать монета песенка вскакивать отъезд.
16059,5639,1608,2024-09-24,present,20:06:56,
16060,6210,1608,2024-09-24,excused,,Доставать картинка грустный развитый вздрогнуть.
16061,7294,1608,2024-09-24,present,14:07:30,
16062,400,1608,2024-09-24,absent,,
16063,1849,1608,2024-09-24,present,3:07:00,
16064,3381,1608,2024-09-24,present,14:43:34,
16065,4958,1608,2024-09-24,present,2:40:15,
16066,8536,1608,2024-09-24,present,11:48:47,
16067,3509,1608,2024-09-24,present,12:47:09,
16068,5708,1608,2024-09-24,present,20:06:44,
16069,422,1608,2024-09-24,late,23:04:50,
16070,8923,1608,2024-09-24,present,2:24:00,
16071,2898,1608,2024-09-24,present,4:24:01,
16072,2913,1608,2024-09-24,absent,,
16073,4230,1608,2024-09-24,present,11:50:20,
16074,9842,1608,2024-09-24,present,11:13:33,
16075,5309,1608,2024-09-24,present,16:23:37,
16076,2711,1608,2024-09-24,present,15:15:24,
16077,506,1608,2024-09-24,present,10:02:05,
16078,6928,1608,2024-09-24,present,4:23:17,
16079,9957,1608,2024-09-24,late,15:14:24,
16080,3073,1608,2024-09-24,absent,,
16081,1253,1646,2024-12-02,present,21:43:45,
16082,4230,1646,2024-12-02,present,19:36:20,
16083,9241,1646,2024-12-02,absent,,
16084,4186,1646,2024-12-02,present,22:57:59,
16085,6627,1646,2024-12-02,present,23:38:46,
16086,127,1646,2024-12-02,absent,,
16087,4372,1646,2024-12-02,present,14:29:25,
16088,8064,1646,2024-12-02,present,3:22:44,
16089,3224,1646,2024-12-02,present,20:44:07,
16090,331,1646,2024-12-02,present,13:26:37,
16091,6512,1646,2024-12-02,present,9:20:07,
16092,3555,1646,2024-12-02,present,6:32:36,
16093,9852,1646,2024-12-02,present,20:38:47,
16094,8040,1646,2024-12-02,present,9:18:13,
16095,6189,1646,2024-12-02,absent,,
16096,7984,1646,2024-12-02,present,2:14:32,
16097,6630,1646,2024-12-02,present,16:01:30,
16098,3515,1646,2024-12-02,present,21:08:08,
16099,4823,1646,2024-12-02,present,16:13:19,
16100,492,1646,2024-12-02,present,13:12:31,
16101,9945,1646,2024-12-02,absent,,
16102,7797,1646,2024-12-02,present,13:16:45,
16103,277,1646,2024-12-02,present,5:31:01,
16104,885,1646,2024-12-02,present,8:03:53,
16105,4928,1646,2024-12-02,present,9:28:31,
16106,27,1646,2024-12-02,excused,,Тюрьма коллектив иной космос.
16107,4384,1646,2024-12-02,present,3:04:03,
16108,3509,1646,2024-12-02,present,16:33:42,
16109,8779,1646,2024-12-02,excused,,Второй пропадать заложить сутки отметить.
16110,5708,1646,2024-12-02,present,23:17:16,
16111,6210,1672,2025-04-15,present,3:37:21,
16112,2898,1672,2025-04-15,present,3:14:10,
16113,7505,1672,2025-04-15,present,10:04:10,
16114,6963,1672,2025-04-15,present,18:09:30,
16115,7850,1672,2025-04-15,present,18:05:21,
16116,5737,1672,2025-04-15,present,14:06:37,
16117,9204,1672,2025-04-15,present,8:35:16,
16118,1656,1672,2025-04-15,present,22:03:02,
16119,8583,1672,2025-04-15,present,7:44:16,
16120,9800,1672,2025-04-15,present,20:16:25,
16121,8779,1672,2025-04-15,present,23:34:00,
16122,4230,1672,2025-04-15,present,13:49:26,
16123,8798,1672,2025-04-15,present,15:05:10,
16124,8923,1672,2025-04-15,absent,,
16125,3515,1672,2025-04-15,present,16:32:43,
16126,5923,1672,2025-04-15,present,4:28:02,
16127,4186,1672,2025-04-15,present,10:29:50,
16128,2365,1672,2025-04-15,present,6:15:53,
16129,9957,1672,2025-04-15,present,6:28:12,
16130,8477,1672,2025-04-15,present,10:31:23,
16131,3330,1672,2025-04-15,present,10:43:30,
16132,4928,1672,2025-04-15,present,7:38:40,
16133,7534,1672,2025-04-15,present,23:48:07,
16134,7941,1672,2025-04-15,absent,,
16135,6602,1672,2025-04-15,present,16:24:33,
16136,2913,1672,2025-04-15,present,2:53:35,
16137,981,1672,2025-04-15,absent,,
16138,4958,1672,2025-04-15,present,12:35:52,
16139,4669,1672,2025-04-15,present,1:24:50,
16140,4520,1672,2025-04-15,present,8:35:07,
16141,6124,1694,2024-12-13,present,7:14:50,
16142,8847,1694,2024-12-13,present,17:39:29,
16143,6081,1694,2024-12-13,present,1:17:40,
16144,7850,1694,2024-12-13,present,8:04:07,
16145,1221,1694,2024-12-13,present,22:29:58,
16146,8779,1694,2024-12-13,present,18:08:50,
16147,3170,1694,2024-12-13,present,19:48:42,
16148,8718,1694,2024-12-13,present,12:25:02,
16149,8798,1694,2024-12-13,absent,,
16150,4244,1694,2024-12-13,present,17:46:11,
16151,5737,1694,2024-12-13,late,1:39:32,
16152,5309,1694,2024-12-13,absent,,
16153,9842,1694,2024-12-13,absent,,
16154,2913,1694,2024-12-13,present,17:01:35,
16155,7534,1694,2024-12-13,present,17:17:58,
16156,3220,1694,2024-12-13,late,4:00:40,
16157,4035,1694,2024-12-13,late,10:57:46,
16158,4365,1694,2024-12-13,present,11:24:32,
16159,8714,1694,2024-12-13,present,21:52:16,
16160,9204,1694,2024-12-13,present,5:27:41,
16161,9655,1694,2024-12-13,present,5:14:45,
16162,7808,1694,2024-12-13,absent,,
16163,4384,1694,2024-12-13,present,7:56:00,
16164,2170,1694,2024-12-13,present,18:11:46,
16165,8437,1694,2024-12-13,late,15:45:00,
16166,4669,1694,2024-12-13,present,8:15:08,
16167,827,1694,2024-12-13,present,8:48:52,
16168,5010,1694,2024-12-13,present,10:20:30,
16169,5983,1694,2024-12-13,present,13:05:21,
16170,2323,1694,2024-12-13,present,1:53:44,
16171,3224,1803,2025-04-14,present,11:13:15,
16172,3170,1803,2025-04-14,absent,,
16173,5414,1803,2025-04-14,present,8:55:01,
16174,492,1803,2025-04-14,present,4:32:47,
16175,7941,1803,2025-04-14,present,10:29:11,
16176,6899,1803,2025-04-14,present,5:12:37,
16177,6627,1803,2025-04-14,absent,,
16178,6602,1803,2025-04-14,absent,,
16179,7840,1803,2025-04-14,present,3:11:45,
16180,3220,1803,2025-04-14,present,22:57:09,
16181,6494,1803,2025-04-14,present,21:46:50,
16182,8763,1803,2025-04-14,late,13:07:54,
16183,534,1803,2025-04-14,present,14:20:54,
16184,9852,1803,2025-04-14,present,23:59:53,
16185,6359,1803,2025-04-14,late,17:35:50,
16186,5309,1803,2025-04-14,excused,,Протягивать космос настать иной левый наслаждение.
16187,4035,1803,2025-04-14,present,4:39:16,
16188,8437,1803,2025-04-14,present,3:52:09,
16189,2553,1803,2025-04-14,absent,,
16190,331,1803,2025-04-14,present,1:45:08,
16191,6765,1803,2025-04-14,present,12:10:23,
16192,8760,1803,2025-04-14,present,4:49:46,
16193,1103,1803,2025-04-14,present,5:32:13,
16194,1762,1803,2025-04-14,absent,,
16195,8040,1803,2025-04-14,present,12:47:19,
16196,2858,1803,2025-04-14,present,4:29:50,
16197,5441,1803,2025-04-14,present,10:23:28,
16198,2913,1803,2025-04-14,present,17:54:19,
16199,1459,1803,2025-04-14,present,4:26:11,
16200,2440,1803,2025-04-14,present,22:41:04,
16201,37,1865,2024-10-31,present,11:12:57,
16202,9655,1865,2024-10-31,present,14:41:05,
16203,8714,1865,2024-10-31,present,21:06:47,
16204,4843,1865,2024-10-31,present,1:11:41,
16205,7074,1865,2024-10-31,present,3:22:04,
16206,2711,1865,2024-10-31,present,23:54:32,
16207,3398,1865,2024-10-31,present,11:15:47,
16208,1103,1865,2024-10-31,present,1:15:24,
16209,8477,1865,2024-10-31,late,13:11:30,
16210,3330,1865,2024-10-31,present,0:03:40,
16211,4230,1865,2024-10-31,present,9:46:19,
16212,5441,1865,2024-10-31,excused,,Встать очутиться через картинка коробка художественный солнце.
16213,8763,1865,2024-10-31,excused,,Салон спасть палец интеллектуальный.
16214,2683,1865,2024-10-31,present,3:15:33,
16215,4384,1865,2024-10-31,present,5:00:40,
16216,4814,1865,2024-10-31,present,4:26:22,
16217,519,1865,2024-10-31,present,9:18:49,
16218,7797,1865,2024-10-31,present,13:23:50,
16219,2657,1865,2024-10-31,present,21:41:00,
16220,885,1865,2024-10-31,present,16:04:33,
16221,7534,1865,2024-10-31,present,19:24:13,
16222,9739,1865,2024-10-31,present,6:22:04,
16223,734,1865,2024-10-31,present,13:20:49,
16224,6934,1865,2024-10-31,absent,,
16225,812,1865,2024-10-31,present,13:56:01,
16226,1335,1865,2024-10-31,excused,,Реклама ремень нож встать налоговый скользить.
16227,9957,1865,2024-10-31,present,3:20:47,
16228,2173,1865,2024-10-31,absent,,
16229,428,1865,2024-10-31,present,17:08:14,
16230,506,1865,2024-10-31,present,18:28:09,
16231,8101,1868,2025-02-10,excused,,Затянуться вытаскивать войти способ.
16232,373,1868,2025-02-10,present,14:23:13,
16233,4520,1868,2025-02-10,present,20:36:01,
16234,1856,1868,2025-02-10,present,8:32:05,
16235,3921,1868,2025-02-10,present,15:26:34,
16236,7505,1868,2025-02-10,present,11:39:16,
16237,849,1868,2025-02-10,present,18:40:57,
16238,8718,1868,2025-02-10,excused,,Опасность спорт банда зима палец рис мгновение.
16239,7984,1868,2025-02-10,present,20:41:34,
16240,5616,1868,2025-02-10,present,3:33:07,
16241,6208,1868,2025-02-10,present,18:25:53,
16242,3194,1868,2025-02-10,present,18:43:40,
16243,5983,1868,2025-02-10,present,17:10:33,
16244,4833,1868,2025-02-10,present,2:41:47,
16245,6963,1868,2025-02-10,present,13:16:40,
16246,4035,1868,2025-02-10,present,23:29:09,
16247,2323,1868,2025-02-10,absent,,
16248,4384,1868,2025-02-10,present,6:39:58,
16249,3398,1868,2025-02-10,absent,,
16250,981,1868,2025-02-10,present,19:41:26,
16251,3073,1868,2025-02-10,present,12:12:05,
16252,5309,1868,2025-02-10,present,15:30:11,
16253,7074,1868,2025-02-10,present,12:11:32,
16254,6081,1868,2025-02-10,absent,,
16255,534,1868,2025-02-10,present,6:51:43,
16256,3874,1868,2025-02-10,present,2:51:44,
16257,3425,1868,2025-02-10,present,11:08:46,
16258,506,1868,2025-02-10,present,17:00:43,
16259,8763,1868,2025-02-10,present,16:43:20,
16260,5104,1868,2025-02-10,absent,,
16261,4230,1884,2024-12-23,present,5:33:44,
16262,9655,1884,2024-12-23,present,20:35:28,
16263,7097,1884,2024-12-23,present,2:28:51,
16264,7797,1884,2024-12-23,present,21:43:38,
16265,2272,1884,2024-12-23,excused,,Горький заплакать командующий некоторый песня расстегнуть район.
16266,5414,1884,2024-12-23,present,5:39:35,
16267,7850,1884,2024-12-23,present,19:49:36,
16268,9891,1884,2024-12-23,present,9:17:08,
16269,2711,1884,2024-12-23,present,18:15:27,
16270,428,1884,2024-12-23,present,9:14:45,
16271,4543,1884,2024-12-23,present,8:48:05,
16272,7941,1884,2024-12-23,absent,,
16273,6899,1884,2024-12-23,present,13:26:57,
16274,1103,1884,2024-12-23,present,17:37:27,
16275,4890,1884,2024-12-23,present,0:25:55,
16276,4365,1884,2024-12-23,present,18:19:25,
16277,6630,1884,2024-12-23,present,12:49:39,
16278,3770,1884,2024-12-23,present,0:15:07,
16279,3073,1884,2024-12-23,excused,,Приличный ленинград умолять полюбить премьера скользить.
16280,5527,1884,2024-12-23,absent,,
16281,4669,1884,2024-12-23,present,5:48:20,
16282,4928,1884,2024-12-23,present,7:07:06,
16283,2797,1884,2024-12-23,present,0:49:05,
16284,9755,1884,2024-12-23,present,8:08:02,
16285,5639,1884,2024-12-23,present,6:14:14,
16286,4384,1884,2024-12-23,present,7:54:30,
16287,8477,1884,2024-12-23,present,4:32:22,
16288,6934,1884,2024-12-23,present,7:16:36,
16289,9204,1884,2024-12-23,present,22:26:34,
16290,2173,1884,2024-12-23,present,12:12:06,
16291,7808,1998,2025-03-24,present,12:45:57,
16292,6189,1998,2025-03-24,present,6:39:49,
16293,7505,1998,2025-03-24,absent,,
16294,3796,1998,2025-03-24,present,1:36:51,
16295,4890,1998,2025-03-24,present,19:21:29,
16296,5909,1998,2025-03-24,present,10:39:19,
16297,3861,1998,2025-03-24,present,18:41:51,
16298,4543,1998,2025-03-24,present,1:05:09,
16299,400,1998,2025-03-24,present,8:16:07,
16300,9241,1998,2025-03-24,excused,,Горький сынок пропасть достоинство.
16301,3555,1998,2025-03-24,late,9:31:35,
16302,7984,1998,2025-03-24,excused,,Падать левый порт лететь.
16303,7294,1998,2025-03-24,absent,,
16304,7656,1998,2025-03-24,present,16:13:57,
16305,2427,1998,2025-03-24,excused,,Поговорить пастух плод тута.
16306,9455,1998,2025-03-24,present,1:40:54,
16307,7725,1998,2025-03-24,present,18:57:38,
16308,534,1998,2025-03-24,present,16:34:07,
16309,506,1998,2025-03-24,present,2:57:43,
16310,127,1998,2025-03-24,present,7:26:25,
16311,6899,1998,2025-03-24,present,1:17:50,
16312,398,1998,2025-03-24,present,12:49:23,
16313,9800,1998,2025-03-24,present,4:15:27,
16314,7097,1998,2025-03-24,present,23:50:44,
16315,6210,1998,2025-03-24,absent,,
16316,6208,1998,2025-03-24,absent,,
16317,2272,1998,2025-03-24,present,21:47:48,
16318,37,1998,2025-03-24,present,8:21:59,
16319,3939,1998,2025-03-24,present,1:28:31,
16320,9336,1998,2025-03-24,present,2:20:25,
16321,9895,115,2024-09-23,present,20:19:49,
16322,2373,115,2024-09-23,present,20:27:45,
16323,1797,115,2024-09-23,late,9:13:18,
16324,2044,115,2024-09-23,present,3:49:14,
16325,5122,115,2024-09-23,present,0:33:17,
16326,2669,115,2024-09-23,absent,,
16327,2636,115,2024-09-23,present,13:38:37,
16328,1094,115,2024-09-23,present,9:05:53,
16329,531,115,2024-09-23,present,21:12:24,
16330,6211,115,2024-09-23,present,4:40:41,
16331,882,115,2024-09-23,present,3:18:20,
16332,646,115,2024-09-23,present,23:49:48,
16333,2490,115,2024-09-23,present,6:31:34,
16334,4889,115,2024-09-23,absent,,
16335,3146,115,2024-09-23,present,10:14:49,
16336,5063,115,2024-09-23,present,18:55:22,
16337,9875,115,2024-09-23,absent,,
16338,8020,115,2024-09-23,present,2:34:49,
16339,8672,115,2024-09-23,present,15:08:20,
16340,2997,115,2024-09-23,present,18:50:55,
16341,8505,115,2024-09-23,present,8:52:20,
16342,7738,115,2024-09-23,present,16:52:12,
16343,8884,115,2024-09-23,present,19:15:50,
16344,1514,115,2024-09-23,present,11:16:43,
16345,315,115,2024-09-23,absent,,
16346,428,115,2024-09-23,absent,,
16347,7275,115,2024-09-23,excused,,Намерение правильный выражение пространство.
16348,8407,115,2024-09-23,present,17:14:18,
16349,7012,115,2024-09-23,excused,,Поймать тысяча плясать помимо коллектив порядок потрясти.
16350,3669,115,2024-09-23,present,4:25:07,
16351,1540,214,2025-03-11,present,15:08:43,
16352,215,214,2025-03-11,present,1:47:16,
16353,1470,214,2025-03-11,late,15:02:04,
16354,3146,214,2025-03-11,present,1:03:59,
16355,2295,214,2025-03-11,present,8:42:09,
16356,2782,214,2025-03-11,present,15:04:41,
16357,740,214,2025-03-11,present,19:20:17,
16358,9895,214,2025-03-11,absent,,
16359,9894,214,2025-03-11,present,6:56:57,
16360,5489,214,2025-03-11,present,4:01:54,
16361,4917,214,2025-03-11,present,9:45:44,
16362,3703,214,2025-03-11,present,19:05:36,
16363,3452,214,2025-03-11,absent,,
16364,3786,214,2025-03-11,absent,,
16365,8299,214,2025-03-11,present,21:06:28,
16366,7617,214,2025-03-11,present,3:47:30,
16367,2694,214,2025-03-11,present,3:14:00,
16368,734,214,2025-03-11,absent,,
16369,9120,214,2025-03-11,absent,,
16370,147,214,2025-03-11,absent,,
16371,420,214,2025-03-11,present,15:55:42,
16372,1134,214,2025-03-11,absent,,
16373,2249,214,2025-03-11,absent,,
16374,1156,214,2025-03-11,present,21:22:14,
16375,2957,214,2025-03-11,present,1:05:25,
16376,6269,214,2025-03-11,present,18:13:15,
16377,7985,214,2025-03-11,excused,,Возникновение зачем столетие мелькнуть за мимо болото.
16378,2955,214,2025-03-11,present,17:40:41,
16379,7738,214,2025-03-11,present,14:10:17,
16380,5398,214,2025-03-11,present,22:39:46,
16381,428,222,2024-09-09,excused,,Указанный житель ремень пастух.
16382,3896,222,2024-09-09,present,18:38:50,
16383,1560,222,2024-09-09,present,11:37:24,
16384,8148,222,2024-09-09,present,10:27:32,
16385,2955,222,2024-09-09,present,0:40:19,
16386,7617,222,2024-09-09,present,8:16:00,
16387,190,222,2024-09-09,present,15:48:06,
16388,2636,222,2024-09-09,present,0:11:33,
16389,3703,222,2024-09-09,present,15:26:05,
16390,6787,222,2024-09-09,present,2:02:07,
16391,2669,222,2024-09-09,present,22:11:55,
16392,3634,222,2024-09-09,present,3:02:05,
16393,250,222,2024-09-09,present,8:26:16,
16394,2957,222,2024-09-09,present,5:58:46,
16395,9465,222,2024-09-09,present,5:08:38,
16396,6370,222,2024-09-09,absent,,
16397,6468,222,2024-09-09,present,15:38:39,
16398,4917,222,2024-09-09,present,7:43:39,
16399,8726,222,2024-09-09,present,23:54:38,
16400,8175,222,2024-09-09,present,7:52:28,
16401,420,222,2024-09-09,present,11:19:41,
16402,8454,222,2024-09-09,present,10:02:08,
16403,8020,222,2024-09-09,excused,,Уничтожение полюбить полоска металл.
16404,326,222,2024-09-09,present,19:32:55,
16405,9070,222,2024-09-09,present,16:56:01,
16406,2013,222,2024-09-09,present,11:38:38,
16407,2348,222,2024-09-09,present,20:50:15,
16408,2044,222,2024-09-09,present,17:16:27,
16409,4924,222,2024-09-09,present,1:12:39,
16410,5087,222,2024-09-09,present,7:10:40,
16411,428,247,2024-11-11,present,19:18:19,
16412,637,247,2024-11-11,present,20:46:14,
16413,8020,247,2024-11-11,present,21:35:54,
16414,5010,247,2024-11-11,present,7:11:03,
16415,6211,247,2024-11-11,present,3:44:51,
16416,2044,247,2024-11-11,present,23:02:58,
16417,4023,247,2024-11-11,present,1:56:29,
16418,4418,247,2024-11-11,present,4:32:00,
16419,5856,247,2024-11-11,present,9:14:07,
16420,1411,247,2024-11-11,present,15:06:24,
16421,2295,247,2024-11-11,present,11:58:02,
16422,1134,247,2024-11-11,present,22:06:49,
16423,2249,247,2024-11-11,absent,,
16424,6686,247,2024-11-11,present,19:03:39,
16425,147,247,2024-11-11,present,2:54:45,
16426,1459,247,2024-11-11,excused,,Плавно разнообразный мгновение спорт труп мгновение.
16427,5104,247,2024-11-11,excused,,Сохранять витрина танцевать избегать.
16428,2278,247,2024-11-11,absent,,
16429,6197,247,2024-11-11,present,2:22:33,
16430,3036,247,2024-11-11,present,2:40:30,
16431,2957,247,2024-11-11,present,18:56:42,
16432,732,247,2024-11-11,present,22:06:42,
16433,5199,247,2024-11-11,present,0:36:41,
16434,9138,247,2024-11-11,absent,,
16435,1575,247,2024-11-11,present,7:01:22,
16436,3146,247,2024-11-11,excused,,Подробность магазин бак успокоиться разводить.
16437,1339,247,2024-11-11,present,22:38:18,
16438,2348,247,2024-11-11,present,21:38:50,
16439,1797,247,2024-11-11,present,18:54:52,
16440,882,247,2024-11-11,present,20:24:15,
16441,2249,513,2025-01-31,present,21:58:40,
16442,804,513,2025-01-31,present,16:33:58,
16443,1470,513,2025-01-31,present,7:07:26,
16444,6868,513,2025-01-31,present,16:05:41,
16445,1213,513,2025-01-31,present,4:35:37,
16446,7748,513,2025-01-31,absent,,
16447,4714,513,2025-01-31,present,16:16:52,
16448,433,513,2025-01-31,present,13:50:19,
16449,2172,513,2025-01-31,present,20:36:08,
16450,531,513,2025-01-31,absent,,
16451,637,513,2025-01-31,present,17:08:26,
16452,66,513,2025-01-31,present,7:21:46,
16453,5309,513,2025-01-31,present,7:01:24,
16454,882,513,2025-01-31,present,5:41:09,
16455,8299,513,2025-01-31,present,18:15:57,
16456,4848,513,2025-01-31,present,14:10:54,
16457,3634,513,2025-01-31,present,6:15:39,
16458,4203,513,2025-01-31,present,19:25:00,
16459,315,513,2025-01-31,late,11:24:04,
16460,8148,513,2025-01-31,present,4:04:48,
16461,3513,513,2025-01-31,present,5:59:23,
16462,2636,513,2025-01-31,late,5:34:13,
16463,711,513,2025-01-31,present,0:18:58,
16464,4182,513,2025-01-31,excused,,Развитый витрина поезд правление боец командование.
16465,2955,513,2025-01-31,present,14:30:15,
16466,2056,513,2025-01-31,present,20:15:55,
16467,5998,513,2025-01-31,present,19:33:37,
16468,610,513,2025-01-31,present,17:47:46,
16469,1514,513,2025-01-31,excused,,Потянуться ночь расстройство еврейский.
16470,7188,513,2025-01-31,present,11:10:16,
16471,2997,525,2025-06-09,present,19:22:35,
16472,4485,525,2025-06-09,present,19:21:41,
16473,1448,525,2025-06-09,present,10:31:34,
16474,9465,525,2025-06-09,present,6:04:37,
16475,5309,525,2025-06-09,excused,,Коричневый еврейский угроза обида блин.
16476,8884,525,2025-06-09,absent,,
16477,6211,525,2025-06-09,absent,,
16478,2636,525,2025-06-09,present,3:43:40,
16479,5856,525,2025-06-09,present,4:36:12,
16480,710,525,2025-06-09,late,21:05:27,
16481,7188,525,2025-06-09,present,11:43:35,
16482,734,525,2025-06-09,absent,,
16483,2372,525,2025-06-09,absent,,
16484,9973,525,2025-06-09,present,16:42:33,
16485,3896,525,2025-06-09,present,1:36:39,
16486,6510,525,2025-06-09,present,1:11:16,
16487,1156,525,2025-06-09,present,5:54:47,
16488,1616,525,2025-06-09,present,16:56:43,
16489,6269,525,2025-06-09,absent,,
16490,3703,525,2025-06-09,present,7:33:58,
16491,3513,525,2025-06-09,present,14:34:26,
16492,8454,525,2025-06-09,present,13:45:48,
16493,5063,525,2025-06-09,present,18:20:37,
16494,1411,525,2025-06-09,excused,,Неудобно кузнец спорт.
16495,7617,525,2025-06-09,present,3:38:06,
16496,1459,525,2025-06-09,present,2:40:53,
16497,9767,525,2025-06-09,present,22:11:24,
16498,6787,525,2025-06-09,present,4:00:25,
16499,3786,525,2025-06-09,present,6:09:32,
16500,2957,525,2025-06-09,excused,,Аж назначить роскошный запустить беспомощный упор.
16501,6868,530,2025-01-16,present,11:52:56,
16502,804,530,2025-01-16,absent,,
16503,2490,530,2025-01-16,absent,,
16504,8020,530,2025-01-16,present,0:56:20,
16505,5998,530,2025-01-16,present,16:54:28,
16506,6019,530,2025-01-16,present,0:16:43,
16507,1459,530,2025-01-16,absent,,
16508,2173,530,2025-01-16,present,10:06:52,
16509,4848,530,2025-01-16,present,8:53:16,
16510,4917,530,2025-01-16,absent,,
16511,2450,530,2025-01-16,absent,,
16512,3703,530,2025-01-16,present,6:58:11,
16513,3452,530,2025-01-16,present,12:14:11,
16514,2669,530,2025-01-16,present,0:22:46,
16515,9875,530,2025-01-16,present,7:37:52,
16516,4182,530,2025-01-16,present,2:59:16,
16517,2400,530,2025-01-16,absent,,
16518,459,530,2025-01-16,present,7:52:01,
16519,1411,530,2025-01-16,present,3:17:58,
16520,188,530,2025-01-16,present,15:19:02,
16521,3634,530,2025-01-16,present,15:15:38,
16522,9120,530,2025-01-16,present,11:46:20,
16523,3757,530,2025-01-16,present,0:33:09,
16524,2466,530,2025-01-16,present,15:09:42,
16525,2694,530,2025-01-16,present,21:45:06,
16526,7738,530,2025-01-16,present,18:29:31,
16527,3513,530,2025-01-16,present,1:48:14,
16528,1381,530,2025-01-16,present,14:13:47,
