schedule_id,course_id,teacher_id,classroom,class_time,duration
411,21,99,Корпус-3 ауд-431,2025-06-02 09:00:00,90
412,26,69,Корпус-3 ауд-378,2024-12-02 11:00:00,90
413,33,158,Корпус-4 ауд-284,2025-05-14 09:00:00,90
414,29,3,Корпус-4 ауд-482,2024-11-18 15:30:00,90
415,35,9,Корпус-5 ауд-397,2025-06-02 09:00:00,90
416,1,192,Корпус-2 ауд-159,2024-12-26 15:30:00,90
417,45,43,Корпус-1 ауд-422,2025-03-10 09:00:00,90
418,27,65,Корпус-3 ауд-400,2024-10-30 17:30:00,120
419,29,3,Корпус-3 ауд-198,2025-05-05 11:00:00,90
420,32,67,Корпус-1 ауд-512,2024-10-07 13:30:00,90
421,2,183,Корпус-4 ауд-397,2025-05-12 15:30:00,90
422,42,68,Корпус-1 ауд-159,2025-02-12 09:00:00,90
423,28,20,Корпус-3 ауд-307,2025-06-06 09:00:00,90
424,28,20,Корпус-5 ауд-446,2025-04-09 11:00:00,90
425,43,63,Корпус-3 ауд-195,2025-05-08 09:00:00,90
426,5,121,Корпус-2 ауд-189,2024-09-23 15:30:00,90
427,39,12,Корпус-5 ауд-206,2025-05-12 09:00:00,90
428,19,104,Корпус-3 ауд-166,2025-03-03 15:30:00,90
429,18,105,Корпус-2 ауд-218,2024-12-26 09:00:00,90
430,19,104,Корпус-1 ауд-249,2024-12-02 09:00:00,90
431,48,158,Корпус-2 ауд-197,2024-11-13 09:00:00,90
432,29,3,Корпус-1 ауд-343,2025-01-28 09:00:00,90
433,34,184,Корпус-4 ауд-161,2025-03-05 17:30:00,120
434,6,168,Корпус-3 ауд-262,2024-09-30 15:30:00,90
435,4,195,Корпус-3 ауд-123,2024-12-17 13:30:00,90
436,23,200,Корпус-1 ауд-409,2024-11-12 17:30:00,120
437,21,99,Корпус-1 ауд-383,2024-09-10 09:00:00,90
438,15,169,Корпус-1 ауд-102,2025-02-10 13:30:00,90
439,10,106,Корпус-4 ауд-508,2025-04-24 11:00:00,90
440,7,177,Корпус-3 ауд-180,2024-12-04 15:30:00,90
441,27,65,Корпус-3 ауд-406,2025-05-12 13:30:00,90
442,28,20,Корпус-4 ауд-509,2024-09-04 15:30:00,90
443,32,67,Корпус-3 ауд-193,2024-10-28 13:30:00,90
444,12,37,Корпус-2 ауд-433,2025-01-20 09:00:00,90
445,45,43,Корпус-2 ауд-512,2025-06-02 17:30:00,120
446,23,200,Корпус-4 ауд-345,2025-02-24 09:00:00,90
447,39,12,Корпус-4 ауд-312,2024-12-09 13:30:00,90
448,4,195,Корпус-4 ауд-111,2024-10-21 11:00:00,90
449,36,70,Корпус-5 ауд-185,2024-09-06 11:00:00,90
450,21,99,Корпус-4 ауд-325,2024-11-18 15:30:00,90
451,36,70,Корпус-1 ауд-440,2025-04-24 13:30:00,90
452,6,168,Корпус-1 ауд-288,2025-05-30 15:30:00,90
453,28,20,Корпус-4 ауд-272,2025-06-18 11:00:00,90
454,45,43,Корпус-2 ауд-465,2024-12-09 15:30:00,90
455,2,183,Корпус-5 ауд-576,2025-01-27 17:30:00,120
456,8,136,Корпус-3 ауд-183,2024-10-25 15:30:00,90
457,12,37,Корпус-3 ауд-369,2024-09-30 15:30:00,90
458,24,158,Корпус-5 ауд-460,2025-03-27 17:30:00,120
459,15,169,Корпус-1 ауд-305,2024-09-09 17:30:00,120
460,32,67,Корпус-1 ауд-344,2024-09-23 09:00:00,90
461,9,77,Корпус-1 ауд-147,2024-09-11 09:00:00,90
462,42,68,Корпус-2 ауд-470,2025-06-16 13:30:00,90
463,12,37,Корпус-2 ауд-249,2025-04-21 17:30:00,120
464,47,76,Корпус-3 ауд-554,2025-06-23 13:30:00,90
465,10,106,Корпус-4 ауд-211,2024-09-30 09:00:00,90
466,2,183,Корпус-2 ауд-327,2025-04-08 09:00:00,90
467,4,195,Корпус-4 ауд-558,2024-10-21 13:30:00,90
468,28,20,Корпус-5 ауд-556,2025-01-23 09:00:00,90
469,2,183,Корпус-4 ауд-305,2025-01-20 17:30:00,120
470,9,77,Корпус-3 ауд-563,2025-06-11 13:30:00,90
471,13,178,Корпус-1 ауд-377,2024-09-26 13:30:00,90
472,37,130,Корпус-1 ауд-198,2024-10-17 13:30:00,90
473,29,3,Корпус-1 ауд-432,2025-03-14 09:00:00,90
474,8,136,Корпус-4 ауд-552,2025-05-16 09:00:00,90
475,38,123,Корпус-1 ауд-298,2024-10-07 09:00:00,90
476,43,63,Корпус-1 ауд-158,2025-05-06 09:00:00,90
477,2,183,Корпус-2 ауд-331,2025-04-14 11:00:00,90
478,33,158,Корпус-2 ауд-538,2024-11-18 09:00:00,90
479,31,179,Корпус-5 ауд-423,2024-10-02 09:00:00,90
480,38,123,Корпус-2 ауд-115,2025-06-05 11:00:00,90
481,9,77,Корпус-4 ауд-400,2025-06-18 15:30:00,90
482,30,92,Корпус-4 ауд-232,2025-06-16 09:00:00,90
483,11,6,Корпус-1 ауд-391,2024-11-28 09:00:00,90
484,31,179,Корпус-3 ауд-248,2025-02-03 11:00:00,90
485,18,105,Корпус-1 ауд-463,2025-04-07 15:30:00,90
486,48,158,Корпус-2 ауд-536,2025-04-21 13:30:00,90
487,41,15,Корпус-1 ауд-315,2024-10-24 13:30:00,90
488,43,63,Корпус-3 ауд-490,2024-11-05 11:00:00,90
489,47,76,Корпус-1 ауд-528,2025-05-16 09:00:00,90
490,42,68,Корпус-4 ауд-262,2024-11-28 13:30:00,90
491,31,179,Корпус-4 ауд-582,2024-11-20 15:30:00,90
492,45,43,Корпус-3 ауд-565,2024-10-17 17:30:00,120
493,45,43,Корпус-2 ауд-217,2025-04-30 09:00:00,90
494,13,178,Корпус-4 ауд-558,2024-12-03 13:30:00,90
495,16,42,Корпус-1 ауд-507,2024-09-26 09:00:00,90
496,5,121,Корпус-5 ауд-233,2024-11-04 15:30:00,90
497,39,12,Корпус-2 ауд-365,2025-05-26 17:30:00,120
498,30,92,Корпус-1 ауд-421,2025-05-23 13:30:00,90
499,20,173,Корпус-2 ауд-221,2025-02-18 13:30:00,90
500,34,184,Корпус-4 ауд-300,2024-09-30 13:30:00,90
501,45,43,Корпус-1 ауд-532,2025-01-17 15:30:00,90
502,36,70,Корпус-4 ауд-231,2025-06-20 13:30:00,90
503,17,63,Корпус-2 ауд-150,2025-03-06 15:30:00,90
504,23,200,Корпус-3 ауд-397,2024-12-11 13:30:00,90
505,29,3,Корпус-4 ауд-117,2024-09-16 13:30:00,90
506,13,178,Корпус-3 ауд-152,2025-06-06 09:00:00,90
507,34,184,Корпус-2 ауд-343,2024-12-18 09:00:00,90
508,27,65,Корпус-3 ауд-428,2024-10-08 15:30:00,90
509,4,195,Корпус-2 ауд-423,2025-02-25 09:00:00,90
510,23,200,Корпус-1 ауд-584,2024-11-21 15:30:00,90
511,33,158,Корпус-5 ауд-534,2025-06-16 09:00:00,90
512,7,177,Корпус-4 ауд-374,2024-12-31 15:30:00,90
513,14,166,Корпус-3 ауд-331,2025-01-31 15:30:00,90
514,39,12,Корпус-1 ауд-385,2024-12-09 17:30:00,120
515,27,65,Корпус-1 ауд-240,2025-06-30 09:00:00,90
516,34,184,Корпус-3 ауд-424,2025-01-23 13:30:00,90
517,7,177,Корпус-3 ауд-350,2025-05-12 13:30:00,90
518,8,136,Корпус-2 ауд-221,2025-05-05 13:30:00,90
519,34,184,Корпус-2 ауд-290,2025-06-09 17:30:00,120
520,37,130,Корпус-2 ауд-321,2025-04-21 17:30:00,120
521,37,130,Корпус-1 ауд-148,2025-06-04 15:30:00,90
522,49,141,Корпус-3 ауд-179,2025-02-20 13:30:00,90
523,32,67,Корпус-1 ауд-440,2024-12-24 15:30:00,90
524,9,77,Корпус-1 ауд-230,2024-09-23 09:00:00,90
525,14,166,Корпус-2 ауд-342,2025-06-09 09:00:00,90
526,28,20,Корпус-1 ауд-365,2024-11-25 13:30:00,90
527,20,173,Корпус-4 ауд-385,2025-05-12 17:30:00,120
528,34,184,Корпус-4 ауд-237,2025-03-31 09:00:00,90
529,4,195,Корпус-5 ауд-283,2024-12-10 11:00:00,90
530,14,166,Корпус-1 ауд-267,2025-01-16 13:30:00,90
531,35,9,Корпус-5 ауд-279,2024-11-20 15:30:00,90
532,14,166,Корпус-2 ауд-357,2025-05-05 09:00:00,90
533,24,158,Корпус-3 ауд-328,2025-05-29 11:00:00,90
534,19,104,Корпус-4 ауд-358,2025-05-14 09:00:00,90
535,18,105,Корпус-2 ауд-479,2024-11-14 17:30:00,120
536,15,169,Корпус-2 ауд-247,2025-06-16 09:00:00,90
537,5,121,Корпус-1 ауд-146,2024-09-26 17:30:00,120
538,30,92,Корпус-3 ауд-118,2024-10-31 15:30:00,90
539,22,58,Корпус-4 ауд-362,2024-12-25 17:30:00,120
540,11,6,Корпус-5 ауд-372,2025-04-03 09:00:00,90
541,18,105,Корпус-5 ауд-509,2025-03-24 11:00:00,90
542,28,20,Корпус-1 ауд-176,2025-04-29 09:00:00,90
543,38,123,Корпус-5 ауд-270,2025-03-17 17:30:00,120
544,16,42,Корпус-5 ауд-176,2025-02-24 11:00:00,90
545,43,63,Корпус-2 ауд-589,2024-10-18 09:00:00,90
546,22,58,Корпус-3 ауд-299,2024-12-24 15:30:00,90
547,8,136,Корпус-2 ауд-277,2025-02-10 09:00:00,90
548,34,184,Корпус-2 ауд-365,2024-12-06 13:30:00,90
549,23,200,Корпус-4 ауд-163,2025-01-13 15:30:00,90
550,22,58,Корпус-4 ауд-458,2025-01-07 09:00:00,90
551,42,68,Корпус-1 ауд-197,2025-03-21 13:30:00,90
552,22,58,Корпус-4 ауд-434,2025-04-28 15:30:00,90
553,17,63,Корпус-2 ауд-203,2024-09-12 13:30:00,90
554,13,178,Корпус-4 ауд-219,2025-05-05 15:30:00,90
555,42,68,Корпус-2 ауд-564,2025-05-19 09:00:00,90
556,2,183,Корпус-3 ауд-469,2024-10-23 11:00:00,90
557,29,3,Корпус-5 ауд-229,2025-02-03 11:00:00,90
558,35,9,Корпус-4 ауд-404,2025-01-31 11:00:00,90
559,37,130,Корпус-3 ауд-157,2024-09-30 13:30:00,90
560,13,178,Корпус-5 ауд-333,2025-04-07 09:00:00,90
561,20,173,Корпус-5 ауд-247,2025-01-07 11:00:00,90
562,46,80,Корпус-1 ауд-540,2025-06-30 13:30:00,90
563,14,166,Корпус-2 ауд-439,2024-09-24 13:30:00,90
564,27,65,Корпус-1 ауд-542,2025-03-17 17:30:00,120
565,21,99,Корпус-3 ауд-452,2025-03-24 17:30:00,120
566,8,136,Корпус-4 ауд-411,2024-09-16 17:30:00,120
567,27,65,Корпус-4 ауд-251,2024-11-13 11:00:00,90
568,8,136,Корпус-2 ауд-335,2025-02-21 17:30:00,120
569,30,92,Корпус-4 ауд-176,2025-04-14 11:00:00,90
570,24,158,Корпус-1 ауд-316,2025-02-07 09:00:00,90
571,16,42,Корпус-5 ауд-176,2024-12-25 09:00:00,90
572,32,67,Корпус-3 ауд-153,2024-12-30 09:00:00,90
573,31,179,Корпус-1 ауд-222,2024-12-23 11:00:00,90
574,39,12,Корпус-1 ауд-115,2025-01-28 15:30:00,90
575,46,80,Корпус-2 ауд-290,2024-12-16 09:00:00,90
576,22,58,Корпус-3 ауд-307,2024-11-22 17:30:00,120
577,26,69,Корпус-5 ауд-526,2024-10-07 13:30:00,90
578,25,189,Корпус-1 ауд-187,2024-11-04 11:00:00,90
579,16,42,Корпус-2 ауд-192,2025-03-19 11:00:00,90
580,44,50,Корпус-1 ауд-385,2025-04-17 15:30:00,90
581,32,67,Корпус-5 ауд-485,2025-06-16 13:30:00,90
582,25,189,Корпус-4 ауд-130,2025-01-13 17:30:00,120
583,47,76,Корпус-2 ауд-399,2025-01-20 09:00:00,90
584,32,67,Корпус-4 ауд-106,2025-04-21 17:30:00,120
585,30,92,Корпус-5 ауд-549,2024-09-24 15:30:00,90
586,24,158,Корпус-2 ауд-345,2025-04-29 17:30:00,120
587,44,50,Корпус-1 ауд-215,2025-04-25 09:00:00,90
588,5,121,Корпус-5 ауд-195,2025-02-17 11:00:00,90
589,19,104,Корпус-1 ауд-364,2024-11-01 09:00:00,90
590,20,173,Корпус-5 ауд-207,2024-10-07 15:30:00,90
591,41,15,Корпус-3 ауд-154,2025-05-29 17:30:00,120
592,27,65,Корпус-1 ауд-573,2024-09-05 15:30:00,90
593,33,158,Корпус-3 ауд-238,2025-06-26 17:30:00,120
594,33,158,Корпус-5 ауд-502,2025-06-16 11:00:00,90
595,33,158,Корпус-1 ауд-201,2024-12-18 15:30:00,90
596,7,177,Корпус-3 ауд-432,2025-05-12 15:30:00,90
597,4,195,Корпус-2 ауд-378,2025-03-06 09:00:00,90
598,3,30,Корпус-2 ауд-506,2024-10-24 11:00:00,90
599,40,122,Корпус-1 ауд-443,2024-12-30 13:30:00,90
600,14,166,Корпус-3 ауд-302,2024-11-22 11:00:00,90
601,47,76,Корпус-3 ауд-260,2025-06-06 13:30:00,90
602,11,6,Корпус-4 ауд-538,2025-01-20 15:30:00,90
603,29,3,Корпус-1 ауд-264,2025-02-10 11:00:00,90
604,30,92,Корпус-3 ауд-432,2024-11-04 17:30:00,120
605,24,158,Корпус-2 ауд-537,2025-03-25 11:00:00,90
606,42,68,Корпус-5 ауд-470,2024-11-07 09:00:00,90
607,31,179,Корпус-1 ауд-498,2025-05-20 17:30:00,120
608,11,6,Корпус-5 ауд-515,2025-05-05 11:00:00,90
609,14,166,Корпус-2 ауд-364,2025-06-24 13:30:00,90
610,39,12,Корпус-2 ауд-473,2025-05-19 17:30:00,120
611,26,69,Корпус-4 ауд-346,2025-03-11 17:30:00,120
612,48,158,Корпус-2 ауд-592,2024-10-14 13:30:00,90
613,49,141,Корпус-4 ауд-476,2025-01-14 13:30:00,90
614,27,65,Корпус-4 ауд-135,2025-05-13 13:30:00,90
615,5,121,Корпус-3 ауд-151,2025-02-20 13:30:00,90
616,32,67,Корпус-2 ауд-480,2025-05-06 09:00:00,90
617,40,122,Корпус-1 ауд-295,2025-03-27 15:30:00,90
618,10,106,Корпус-4 ауд-131,2024-12-13 15:30:00,90
619,43,63,Корпус-2 ауд-146,2024-11-04 09:00:00,90
620,14,166,Корпус-1 ауд-467,2025-01-27 15:30:00,90
621,34,184,Корпус-1 ауд-153,2025-06-20 17:30:00,120
622,46,80,Корпус-3 ауд-480,2025-06-24 11:00:00,90
623,11,6,Корпус-5 ауд-225,2025-01-30 15:30:00,90
624,43,63,Корпус-1 ауд-530,2025-02-21 11:00:00,90
625,42,68,Корпус-1 ауд-217,2025-02-14 15:30:00,90
626,8,136,Корпус-5 ауд-139,2025-06-02 15:30:00,90
627,29,3,Корпус-2 ауд-348,2025-03-10 17:30:00,120
628,7,177,Корпус-2 ауд-114,2025-03-10 15:30:00,90
629,3,30,Корпус-5 ауд-397,2025-01-24 11:00:00,90
630,39,12,Корпус-1 ауд-246,2024-12-03 13:30:00,90
631,24,158,Корпус-2 ауд-123,2025-04-28 15:30:00,90
632,45,43,Корпус-1 ауд-300,2024-10-21 11:00:00,90
633,26,69,Корпус-4 ауд-598,2024-09-16 13:30:00,90
634,16,42,Корпус-3 ауд-320,2025-04-14 17:30:00,120
635,26,69,Корпус-4 ауд-224,2025-06-06 11:00:00,90
636,21,99,Корпус-3 ауд-131,2025-04-07 15:30:00,90
637,46,80,Корпус-2 ауд-394,2024-10-25 17:30:00,120
638,11,6,Корпус-3 ауд-466,2025-04-14 11:00:00,90
639,19,104,Корпус-4 ауд-419,2025-03-04 09:00:00,90
640,16,42,Корпус-1 ауд-516,2025-05-22 15:30:00,90
641,44,50,Корпус-1 ауд-418,2025-02-03 13:30:00,90
642,37,130,Корпус-5 ауд-516,2025-02-17 17:30:00,120
643,11,6,Корпус-2 ауд-260,2025-01-30 13:30:00,90
644,29,3,Корпус-5 ауд-150,2024-10-14 17:30:00,120
645,15,169,Корпус-4 ауд-376,2025-04-14 13:30:00,90
646,26,69,Корпус-3 ауд-322,2025-06-16 13:30:00,90
647,25,189,Корпус-4 ауд-480,2025-06-16 17:30:00,120
648,28,20,Корпус-4 ауд-234,2025-03-10 13:30:00,90
649,22,58,Корпус-1 ауд-596,2024-12-25 13:30:00,90
650,42,68,Корпус-1 ауд-574,2024-09-13 13:30:00,90
651,28,20,Корпус-3 ауд-572,2025-01-20 13:30:00,90
652,10,106,Корпус-4 ауд-508,2025-04-23 13:30:00,90
653,29,3,Корпус-5 ауд-502,2025-02-18 11:00:00,90
654,39,12,Корпус-1 ауд-473,2024-12-11 15:30:00,90
655,13,178,Корпус-4 ауд-509,2025-01-20 13:30:00,90
656,15,169,Корпус-5 ауд-447,2025-01-27 11:00:00,90
657,35,9,Корпус-1 ауд-136,2024-11-11 11:00:00,90
658,42,68,Корпус-1 ауд-255,2025-06-02 09:00:00,90
659,30,92,Корпус-5 ауд-126,2024-12-20 15:30:00,90
660,7,177,Корпус-4 ауд-109,2025-02-19 17:30:00,120
661,41,15,Корпус-3 ауд-501,2024-10-08 13:30:00,90
662,5,121,Корпус-3 ауд-258,2025-06-18 17:30:00,120
663,42,68,Корпус-1 ауд-599,2024-11-06 09:00:00,90
664,29,3,Корпус-1 ауд-555,2025-05-12 13:30:00,90
665,35,9,Корпус-1 ауд-249,2025-06-16 15:30:00,90
666,42,68,Корпус-3 ауд-228,2024-12-26 17:30:00,120
667,38,123,Корпус-4 ауд-370,2024-10-28 11:00:00,90
668,36,70,Корпус-5 ауд-514,2024-09-02 15:30:00,90
669,30,92,Корпус-2 ауд-284,2024-11-04 15:30:00,90
670,11,6,Корпус-3 ауд-558,2024-11-13 17:30:00,120
671,6,168,Корпус-5 ауд-172,2025-03-10 13:30:00,90
672,18,105,Корпус-4 ауд-168,2025-04-24 13:30:00,90
673,40,122,Корпус-4 ауд-130,2024-09-06 09:00:00,90
674,17,63,Корпус-5 ауд-120,2025-03-19 15:30:00,90
675,15,169,Корпус-3 ауд-478,2025-02-13 09:00:00,90
676,28,20,Корпус-5 ауд-157,2025-03-21 11:00:00,90
677,31,179,Корпус-1 ауд-505,2025-02-11 15:30:00,90
678,30,92,Корпус-2 ауд-448,2024-12-20 13:30:00,90
679,39,12,Корпус-5 ауд-445,2025-05-23 09:00:00,90
680,21,99,Корпус-5 ауд-268,2024-11-04 17:30:00,120
681,11,6,Корпус-3 ауд-223,2024-10-21 09:00:00,90
682,46,80,Корпус-1 ауд-324,2024-10-17 09:00:00,90
683,8,136,Корпус-3 ауд-136,2024-11-22 15:30:00,90
684,2,183,Корпус-3 ауд-346,2025-02-24 15:30:00,90
685,1,192,Корпус-4 ауд-549,2025-03-07 11:00:00,90
686,3,30,Корпус-1 ауд-453,2025-06-20 11:00:00,90
687,44,50,Корпус-2 ауд-162,2025-03-11 17:30:00,120
688,38,123,Корпус-4 ауд-341,2024-09-27 09:00:00,90
689,44,50,Корпус-3 ауд-257,2025-06-16 15:30:00,90
690,3,30,Корпус-4 ауд-361,2025-06-12 13:30:00,90
691,36,70,Корпус-3 ауд-294,2024-12-02 17:30:00,120
692,10,106,Корпус-3 ауд-287,2024-12-19 17:30:00,120
693,15,169,Корпус-2 ауд-228,2025-06-02 13:30:00,90
694,28,20,Корпус-5 ауд-216,2024-10-07 11:00:00,90
695,49,141,Корпус-1 ауд-543,2025-01-20 09:00:00,90
696,32,67,Корпус-4 ауд-423,2024-11-26 11:00:00,90
697,26,69,Корпус-3 ауд-492,2025-01-20 15:30:00,90
698,25,189,Корпус-5 ауд-518,2024-12-09 11:00:00,90
699,6,168,Корпус-4 ауд-483,2025-04-14 13:30:00,90
700,14,166,Корпус-1 ауд-467,2025-04-18 13:30:00,90
701,47,76,Корпус-5 ауд-565,2025-01-30 17:30:00,120
702,47,76,Корпус-1 ауд-555,2025-06-30 09:00:00,90
703,14,166,Корпус-3 ауд-296,2024-11-18 13:30:00,90
704,23,200,Корпус-5 ауд-230,2025-05-06 15:30:00,90
705,32,67,Корпус-5 ауд-179,2025-03-26 13:30:00,90
706,48,158,Корпус-5 ауд-353,2024-11-26 17:30:00,120
707,11,6,Корпус-4 ауд-484,2024-12-26 11:00:00,90
708,37,130,Корпус-4 ауд-441,2025-02-18 15:30:00,90
709,10,106,Корпус-3 ауд-537,2025-02-24 17:30:00,120
710,37,130,Корпус-2 ауд-331,2024-10-31 17:30:00,120
711,35,9,Корпус-3 ауд-227,2024-10-28 13:30:00,90
712,45,43,Корпус-3 ауд-157,2025-01-13 17:30:00,120
713,3,30,Корпус-5 ауд-332,2025-04-25 09:00:00,90
714,5,121,Корпус-2 ауд-533,2025-03-04 17:30:00,120
715,14,166,Корпус-4 ауд-256,2025-03-24 15:30:00,90
716,5,121,Корпус-4 ауд-321,2024-10-04 15:30:00,90
717,34,184,Корпус-4 ауд-485,2025-02-17 09:00:00,90
718,34,184,Корпус-5 ауд-141,2024-11-27 17:30:00,120
719,12,37,Корпус-5 ауд-197,2025-04-15 13:30:00,90
720,44,50,Корпус-4 ауд-529,2025-04-03 13:30:00,90
721,16,42,Корпус-3 ауд-395,2025-05-16 17:30:00,120
722,43,63,Корпус-1 ауд-329,2024-12-06 15:30:00,90
723,6,168,Корпус-4 ауд-532,2025-03-05 09:00:00,90
724,24,158,Корпус-3 ауд-315,2024-12-02 15:30:00,90
725,9,77,Корпус-5 ауд-159,2024-11-27 09:00:00,90
726,7,177,Корпус-3 ауд-533,2025-04-23 15:30:00,90
727,1,192,Корпус-2 ауд-507,2024-12-26 17:30:00,120
728,13,178,Корпус-4 ауд-348,2025-02-11 09:00:00,90
729,31,179,Корпус-3 ауд-538,2024-12-09 13:30:00,90
730,40,122,Корпус-4 ауд-594,2025-02-03 15:30:00,90
731,12,37,Корпус-3 ауд-117,2025-05-05 13:30:00,90
732,40,122,Корпус-4 ауд-583,2024-10-24 09:00:00,90
733,16,42,Корпус-3 ауд-587,2025-03-27 09:00:00,90
734,34,184,Корпус-1 ауд-284,2024-12-16 13:30:00,90
735,36,70,Корпус-3 ауд-416,2025-05-19 13:30:00,90
736,35,9,Корпус-5 ауд-454,2024-11-14 17:30:00,120
737,33,158,Корпус-3 ауд-334,2025-03-17 13:30:00,90
738,16,42,Корпус-3 ауд-299,2025-02-06 11:00:00,90
739,8,136,Корпус-3 ауд-586,2025-06-02 13:30:00,90
740,4,195,Корпус-5 ауд-237,2025-05-01 13:30:00,90
741,46,80,Корпус-3 ауд-463,2024-09-09 15:30:00,90
742,19,104,Корпус-4 ауд-207,2025-03-18 11:00:00,90
743,46,80,Корпус-3 ауд-597,2025-02-03 11:00:00,90
744,29,3,Корпус-3 ауд-113,2025-01-13 17:30:00,120
745,46,80,Корпус-2 ауд-499,2024-12-02 09:00:00,90
746,2,183,Корпус-4 ауд-182,2025-05-29 15:30:00,90
747,1,192,Корпус-4 ауд-166,2025-03-17 17:30:00,120
748,7,177,Корпус-2 ауд-343,2024-11-12 15:30:00,90
749,14,166,Корпус-3 ауд-444,2024-10-21 17:30:00,120
750,48,158,Корпус-4 ауд-130,2024-10-11 17:30:00,120
751,6,168,Корпус-3 ауд-530,2025-03-03 11:00:00,90
752,4,195,Корпус-4 ауд-518,2024-09-23 15:30:00,90
753,11,6,Корпус-2 ауд-309,2024-09-10 15:30:00,90
754,20,173,Корпус-5 ауд-115,2024-09-03 11:00:00,90
755,38,123,Корпус-4 ауд-448,2025-01-28 13:30:00,90
756,42,68,Корпус-5 ауд-188,2024-12-25 17:30:00,120
757,36,70,Корпус-2 ауд-454,2025-02-14 13:30:00,90
758,35,9,Корпус-1 ауд-591,2024-10-18 15:30:00,90
759,15,169,Корпус-4 ауд-510,2025-06-09 09:00:00,90
760,5,121,Корпус-3 ауд-214,2024-09-23 15:30:00,90
761,8,136,Корпус-4 ауд-448,2025-03-14 17:30:00,120
762,42,68,Корпус-2 ауд-242,2024-11-08 15:30:00,90
763,3,30,Корпус-4 ауд-247,2025-03-31 17:30:00,120
764,41,15,Корпус-5 ауд-157,2024-09-10 15:30:00,90
765,17,63,Корпус-4 ауд-397,2025-06-16 13:30:00,90
766,11,6,Корпус-4 ауд-511,2024-10-03 11:00:00,90
767,46,80,Корпус-5 ауд-190,2025-06-02 13:30:00,90
768,35,9,Корпус-1 ауд-298,2024-12-09 17:30:00,120
769,41,15,Корпус-3 ауд-318,2025-02-27 17:30:00,120
770,37,130,Корпус-5 ауд-131,2025-05-16 15:30:00,90
771,20,173,Корпус-5 ауд-172,2025-02-13 11:00:00,90
772,39,12,Корпус-4 ауд-442,2024-11-25 09:00:00,90
773,11,6,Корпус-5 ауд-132,2025-06-10 11:00:00,90
774,43,63,Корпус-3 ауд-522,2025-03-17 17:30:00,120
775,11,6,Корпус-2 ауд-206,2025-05-02 15:30:00,90
776,47,76,Корпус-2 ауд-191,2024-12-19 15:30:00,90
777,14,166,Корпус-2 ауд-488,2025-02-12 13:30:00,90
778,20,173,Корпус-3 ауд-150,2025-04-23 17:30:00,120
779,29,3,Корпус-1 ауд-456,2025-04-03 15:30:00,90
780,2,183,Корпус-5 ауд-427,2024-12-09 13:30:00,90
781,20,173,Корпус-5 ауд-160,2024-11-21 09:00:00,90
782,13,178,Корпус-2 ауд-393,2025-06-05 13:30:00,90
783,10,106,Корпус-3 ауд-120,2024-09-03 11:00:00,90
784,41,15,Корпус-1 ауд-377,2025-03-24 11:00:00,90
785,48,158,Корпус-4 ауд-406,2024-10-14 09:00:00,90
786,42,68,Корпус-4 ауд-568,2025-02-10 13:30:00,90
787,6,168,Корпус-3 ауд-149,2025-05-22 09:00:00,90
788,13,178,Корпус-2 ауд-114,2024-12-23 11:00:00,90
789,27,65,Корпус-5 ауд-516,2025-01-20 09:00:00,90
790,21,99,Корпус-5 ауд-587,2025-04-14 15:30:00,90
791,5,121,Корпус-4 ауд-430,2024-09-11 17:30:00,120
792,42,68,Корпус-2 ауд-211,2025-03-10 17:30:00,120
793,36,70,Корпус-2 ауд-385,2025-04-10 11:00:00,90
794,1,192,Корпус-4 ауд-282,2025-06-23 13:30:00,90
795,44,50,Корпус-5 ауд-356,2025-03-10 13:30:00,90
796,19,104,Корпус-2 ауд-342,2024-11-22 15:30:00,90
797,32,67,Корпус-3 ауд-421,2025-03-05 17:30:00,120
798,7,177,Корпус-3 ауд-127,2024-12-30 11:00:00,90
799,29,3,Корпус-2 ауд-547,2024-10-28 15:30:00,90
800,37,130,Корпус-2 ауд-450,2025-04-16 09:00:00,90
801,38,123,Корпус-5 ауд-204,2025-02-12 09:00:00,90
802,18,105,Корпус-2 ауд-283,2024-09-23 09:00:00,90
803,46,80,Корпус-3 ауд-201,2025-04-21 11:00:00,90
804,5,121,Корпус-4 ауд-416,2024-10-10 17:30:00,120
805,45,43,Корпус-3 ауд-541,2024-09-11 13:30:00,90
806,2,183,Корпус-5 ауд-225,2025-01-27 15:30:00,90
807,45,43,Корпус-4 ауд-588,2025-01-20 17:30:00,120
808,25,189,Корпус-4 ауд-490,2024-09-06 15:30:00,90
809,6,168,Корпус-2 ауд-475,2024-10-28 17:30:00,120
810,31,179,Корпус-5 ауд-391,2025-06-23 13:30:00,90
811,15,169,Корпус-1 ауд-510,2024-11-11 11:00:00,90
812,24,158,Корпус-4 ауд-326,2025-06-13 11:00:00,90
813,49,141,Корпус-4 ауд-345,2024-11-25 13:30:00,90
814,8,136,Корпус-5 ауд-296,2024-12-23 17:30:00,120
815,28,20,Корпус-1 ауд-250,2025-03-03 09:00:00,90
816,40,122,Корпус-4 ауд-460,2025-02-10 11:00:00,90
817,15,169,Корпус-4 ауд-543,2025-01-20 17:30:00,120
818,19,104,Корпус-3 ауд-193,2025-06-23 13:30:00,90
819,3,30,Корпус-3 ауд-348,2025-04-08 11:00:00,90
820,41,15,Корпус-5 ауд-125,2024-11-01 11:00:00,90
